;meshterms;df_2010;df_2011;df_2012;df_2013;df_2014;df_2015;df_2016;df_2017;df_2018;df_2019;df_2020;total;min;std;mean;max
13;risk factors;0.04395604395604396;0.06962025316455696;0.005319148936170213;0.02702702702702703;0.06896551724137931;0.050314465408805034;0.02926829268292683;0.08064516129032258;0.05394190871369295;0.042735042735042736;0.00641025641025641;0.4717928611559676;0.005319148936170213;0.022762281153055765;0.047179286115596755;0.08064516129032258
14;surveys and questionnaires;0.04945054945054945;0.0379746835443038;0.031914893617021274;0.05405405405405406;0.06321839080459771;0.0440251572327044;0.03902439024390244;0.03225806451612903;0.05394190871369295;0.05555555555555555;0.038461538461538464;0.4614176477325107;0.031914893617021274;0.010706303936883942;0.04614176477325107;0.06321839080459771
15;animals;0.027472527472527472;0.02531645569620253;0.026595744680851064;0.060810810810810814;0.04597701149425287;0.0880503144654088;0.04878048780487805;0.03763440860215054;0.04149377593360996;0.017094017094017096;0.02564102564102564;0.4192255540547092;0.017094017094017096;0.020823361748154964;0.04192255540547092;0.0880503144654088
16;risk assessment;0.054945054945054944;0.056962025316455694;0.010638297872340425;0.02027027027027027;0.034482758620689655;0.08176100628930817;0.024390243902439025;0.04838709677419355;0.03734439834024896;0.038461538461538464;0.01282051282051282;0.4076426907925391;0.010638297872340425;0.02069472355046675;0.040764269079253915;0.08176100628930817
17;tissue donors;0.027472527472527472;0.0379746835443038;0.026595744680851064;0.02702702702702703;0.022988505747126436;0.031446540880503145;0.04390243902439024;0.08602150537634409;0.04564315352697095;0.05128205128205128;0.038461538461538464;0.40035417856209543;0.022988505747126436;0.018749487307875123;0.040035417856209544;0.08602150537634409
18;united kingdom;0.054945054945054944;0.0379746835443038;0.03723404255319149;0.06756756756756757;0.034482758620689655;0.050314465408805034;0.02926829268292683;0.016129032258064516;0.008298755186721992;0.038461538461538464;0.02564102564102564;0.3746761912288643;0.008298755186721992;0.017512233583597263;0.03746761912288643;0.06756756756756757
19;retrospective studies;0.027472527472527472;0.02531645569620253;0.02127659574468085;0.0;0.05747126436781609;0.031446540880503145;0.014634146341463415;0.05913978494623656;0.07468879668049792;0.05555555555555555;0.03205128205128205;0.3670016676854836;0.0;0.023682326930338064;0.036700166768548356;0.07468879668049792
20;graft survival;0.027472527472527472;0.0189873417721519;0.015957446808510637;0.033783783783783786;0.04597701149425287;0.025157232704402517;0.03902439024390244;0.05913978494623656;0.04149377593360996;0.05555555555555555;0.01282051282051282;0.3625488507149337;0.015957446808510637;0.01469095900440478;0.03625488507149337;0.05913978494623656
21;prognosis;0.016483516483516484;0.012658227848101266;0.02127659574468085;0.033783783783783786;0.028735632183908046;0.012578616352201259;0.07804878048780488;0.03225806451612903;0.06639004149377593;0.03418803418803419;0.0;0.3364012930819357;0.012578616352201259;0.022115866405821975;0.03364012930819357;0.07804878048780488
22;informed consent;0.054945054945054944;0.03164556962025317;0.0425531914893617;0.013513513513513514;0.034482758620689655;0.0440251572327044;0.03902439024390244;0.026881720430107527;0.02074688796680498;0.017094017094017096;0.0;0.32491226115640937;0.013513513513513514;0.013133656372102256;0.03249122611564094;0.054945054945054944
23;decision making;0.02197802197802198;0.02531645569620253;0.03723404255319149;0.05405405405405406;0.028735632183908046;0.012578616352201259;0.03414634146341464;0.026881720430107527;0.016597510373443983;0.0641025641025641;0.00641025641025641;0.3216249591871096;0.012578616352201259;0.016142020307562666;0.03216249591871096;0.0641025641025641
24;time factors;0.005494505494505495;0.03164556962025317;0.02127659574468085;0.006756756756756757;0.040229885057471264;0.0440251572327044;0.02926829268292683;0.06989247311827956;0.012448132780082987;0.03418803418803419;0.01282051282051282;0.29522540267569547;0.005494505494505495;0.019539707960648005;0.029522540267569546;0.06989247311827956
25;living donors;0.04395604395604396;0.03164556962025317;0.031914893617021274;0.02027027027027027;0.022988505747126436;0.03773584905660377;0.01951219512195122;0.03763440860215054;0.02074688796680498;0.02564102564102564;0.02564102564102564;0.2920456495992513;0.01951219512195122;0.008637063218329237;0.029204564959925128;0.04395604395604396
26;brain death;0.04395604395604396;0.012658227848101266;0.02127659574468085;0.0472972972972973;0.040229885057471264;0.025157232704402517;0.01951219512195122;0.026881720430107527;0.02074688796680498;0.029914529914529916;0.01282051282051282;0.2876306160413908;0.012658227848101266;0.011493719943958983;0.02876306160413908;0.0472972972972973
27;practice guidelines as topic;0.027472527472527472;0.02531645569620253;0.015957446808510637;0.02702702702702703;0.017241379310344827;0.03773584905660377;0.03414634146341464;0.03225806451612903;0.029045643153526972;0.038461538461538464;0.0;0.28466227296582536;0.015957446808510637;0.007661274781834101;0.028466227296582537;0.038461538461538464
28;quality of life;0.016483516483516484;0.056962025316455694;0.031914893617021274;0.013513513513513514;0.034482758620689655;0.031446540880503145;0.02926829268292683;0.021505376344086023;0.016597510373443983;0.02564102564102564;0.00641025641025641;0.27781545347318226;0.013513513513513514;0.012602516491496928;0.027781545347318228;0.056962025316455694
29;personal autonomy;0.016483516483516484;0.02531645569620253;0.03723404255319149;0.0472972972972973;0.017241379310344827;0.0;0.03414634146341464;0.021505376344086023;0.03734439834024896;0.02564102564102564;0.0;0.26220983312932794;0.0;0.013492479934598726;0.026220983312932794;0.0472972972972973
30;motivation;0.016483516483516484;0.02531645569620253;0.015957446808510637;0.0;0.034482758620689655;0.05660377358490566;0.03414634146341464;0.016129032258064516;0.029045643153526972;0.02564102564102564;0.01282051282051282;0.2538059937098568;0.0;0.01507683592730317;0.02538059937098568;0.05660377358490566
31;china;0.04395604395604396;0.04430379746835443;0.026595744680851064;0.02027027027027027;0.022988505747126436;0.012578616352201259;0.014634146341463415;0.016129032258064516;0.012448132780082987;0.038461538461538464;0.019230769230769232;0.25236582831599685;0.012448132780082987;0.012647219673663466;0.025236582831599685;0.04430379746835443
32;age factors;0.027472527472527472;0.0379746835443038;0.010638297872340425;0.033783783783783786;0.05747126436781609;0.03773584905660377;0.014634146341463415;0.010752688172043012;0.012448132780082987;0.008547008547008548;0.01282051282051282;0.2514583819379733;0.008547008547008548;0.016373855985966333;0.025145838193797333;0.05747126436781609
33;death;0.027472527472527472;0.006329113924050633;0.010638297872340425;0.013513513513513514;0.05747126436781609;0.018867924528301886;0.03414634146341464;0.03225806451612903;0.024896265560165973;0.017094017094017096;0.02564102564102564;0.24268733031227674;0.006329113924050633;0.014826408396430645;0.024268733031227674;0.05747126436781609
34;patient selection;0.02197802197802198;0.04430379746835443;0.015957446808510637;0.02027027027027027;0.011494252873563218;0.025157232704402517;0.02926829268292683;0.016129032258064516;0.029045643153526972;0.021367521367521368;0.00641025641025641;0.23497151156516274;0.011494252873563218;0.00926298464709845;0.023497151156516273;0.04430379746835443
35;altruism;0.04395604395604396;0.0189873417721519;0.02127659574468085;0.02702702702702703;0.028735632183908046;0.018867924528301886;0.0;0.016129032258064516;0.02074688796680498;0.03418803418803419;0.0;0.22991451962501736;0.0;0.011694604108760446;0.022991451962501734;0.04395604395604396
36;morals;0.01098901098901099;0.012658227848101266;0.010638297872340425;0.04054054054054054;0.017241379310344827;0.006289308176100629;0.02926829268292683;0.03225806451612903;0.024896265560165973;0.042735042735042736;0.00641025641025641;0.22751443023070322;0.006289308176100629;0.013087570288705871;0.022751443023070323;0.042735042735042736
37;prospective studies;0.005494505494505495;0.0;0.010638297872340425;0.013513513513513514;0.022988505747126436;0.031446540880503145;0.03414634146341464;0.03763440860215054;0.024896265560165973;0.03418803418803419;0.01282051282051282;0.21494641332175435;0.0;0.013308749654227538;0.021494641332175435;0.03763440860215054
38;health policy;0.04395604395604396;0.0189873417721519;0.02127659574468085;0.02702702702702703;0.034482758620689655;0.012578616352201259;0.024390243902439025;0.005376344086021506;0.008298755186721992;0.01282051282051282;0.0;0.20919423946848997;0.005376344086021506;0.012036471765111112;0.020919423946848998;0.04395604395604396
39;tissue and organ procurement;0.027472527472527472;0.0189873417721519;0.031914893617021274;0.013513513513513514;0.011494252873563218;0.006289308176100629;0.03414634146341464;0.021505376344086023;0.024896265560165973;0.017094017094017096;0.019230769230769232;0.2073138378865617;0.006289308176100629;0.009010415024271393;0.02073138378865617;0.03414634146341464
40;qualitative research;0.005494505494505495;0.0;0.0;0.02702702702702703;0.028735632183908046;0.018867924528301886;0.014634146341463415;0.03763440860215054;0.02074688796680498;0.038461538461538464;0.019230769230769232;0.19160207060569986;0.0;0.014187160935299283;0.019160207060569985;0.038461538461538464
41;cadaver;0.038461538461538464;0.0379746835443038;0.010638297872340425;0.02702702702702703;0.017241379310344827;0.012578616352201259;0.00975609756097561;0.010752688172043012;0.008298755186721992;0.008547008547008548;0.0;0.18127609203450495;0.008298755186721992;0.01195875845229848;0.018127609203450495;0.038461538461538464
42;pregnancy;0.005494505494505495;0.0;0.005319148936170213;0.02027027027027027;0.034482758620689655;0.012578616352201259;0.03414634146341464;0.03225806451612903;0.016597510373443983;0.017094017094017096;0.01282051282051282;0.1782412331208416;0.0;0.012533924802173616;0.01782412331208416;0.034482758620689655
43;europe;0.03296703296703297;0.02531645569620253;0.005319148936170213;0.013513513513513514;0.011494252873563218;0.031446540880503145;0.01951219512195122;0.016129032258064516;0.012448132780082987;0.004273504273504274;0.01282051282051282;0.17241980930058862;0.004273504273504274;0.01000494650795159;0.01724198093005886;0.03296703296703297
44;family;0.03296703296703297;0.02531645569620253;0.02127659574468085;0.006756756756756757;0.022988505747126436;0.018867924528301886;0.004878048780487805;0.016129032258064516;0.008298755186721992;0.01282051282051282;0.01282051282051282;0.17029962048588856;0.004878048780487805;0.008991015928654991;0.017029962048588858;0.03296703296703297
45;registries;0.005494505494505495;0.0189873417721519;0.005319148936170213;0.02702702702702703;0.005747126436781609;0.012578616352201259;0.01951219512195122;0.005376344086021506;0.03734439834024896;0.029914529914529916;0.00641025641025641;0.1673012334815891;0.005319148936170213;0.011741933752852802;0.01673012334815891;0.03734439834024896
46;infant;0.016483516483516484;0.012658227848101266;0.02127659574468085;0.013513513513513514;0.005747126436781609;0.025157232704402517;0.014634146341463415;0.010752688172043012;0.02074688796680498;0.021367521367521368;0.00641025641025641;0.16233745657882903;0.005747126436781609;0.005912316075804848;0.016233745657882902;0.025157232704402517
47;survival rate;0.0;0.03164556962025317;0.010638297872340425;0.013513513513513514;0.028735632183908046;0.025157232704402517;0.004878048780487805;0.0;0.03734439834024896;0.008547008547008548;0.00641025641025641;0.160459701562163;0.0;0.013632366061464658;0.0160459701562163;0.03734439834024896
48;attitude of health personnel;0.038461538461538464;0.012658227848101266;0.0;0.0;0.022988505747126436;0.012578616352201259;0.014634146341463415;0.021505376344086023;0.008298755186721992;0.021367521367521368;0.00641025641025641;0.15249268764876023;0.0;0.011560908452169096;0.015249268764876023;0.038461538461538464
49;public opinion;0.01098901098901099;0.0;0.015957446808510637;0.02702702702702703;0.034482758620689655;0.018867924528301886;0.01951219512195122;0.005376344086021506;0.004149377593360996;0.004273504273504274;0.00641025641025641;0.1406355890483782;0.0;0.0111464593076758;0.01406355890483782;0.034482758620689655
50;risk;0.005494505494505495;0.012658227848101266;0.005319148936170213;0.013513513513513514;0.034482758620689655;0.018867924528301886;0.014634146341463415;0.005376344086021506;0.016597510373443983;0.008547008547008548;0.019230769230769232;0.13549108828921946;0.005319148936170213;0.008832996558745506;0.013549108828921946;0.034482758620689655
51;japan;0.02197802197802198;0.012658227848101266;0.005319148936170213;0.013513513513513514;0.005747126436781609;0.006289308176100629;0.00975609756097561;0.021505376344086023;0.029045643153526972;0.004273504273504274;0.0;0.1300859682207821;0.004273504273504274;0.008525102790674926;0.013008596822078212;0.029045643153526972
52;organ transplantation;0.0;0.006329113924050633;0.010638297872340425;0.006756756756756757;0.017241379310344827;0.0;0.02926829268292683;0.021505376344086023;0.02074688796680498;0.017094017094017096;0.00641025641025641;0.12958012195132756;0.0;0.009768442020536651;0.012958012195132757;0.02926829268292683
53;socioeconomic factors;0.02197802197802198;0.012658227848101266;0.015957446808510637;0.006756756756756757;0.017241379310344827;0.031446540880503145;0.0;0.005376344086021506;0.012448132780082987;0.004273504273504274;0.0;0.12813635472184737;0.0;0.009368620975165831;0.012813635472184736;0.031446540880503145
54;kidney transplantation;0.016483516483516484;0.006329113924050633;0.005319148936170213;0.006756756756756757;0.011494252873563218;0.025157232704402517;0.01951219512195122;0.010752688172043012;0.004149377593360996;0.021367521367521368;0.019230769230769232;0.12732180393333642;0.004149377593360996;0.007451811875034517;0.012732180393333643;0.025157232704402517
55;internationality;0.027472527472527472;0.03164556962025317;0.010638297872340425;0.006756756756756757;0.022988505747126436;0.006289308176100629;0.0;0.0;0.012448132780082987;0.0;0.0;0.11823909842518787;0.0;0.011737609777973298;0.011823909842518788;0.03164556962025317
56;conflict of interest;0.027472527472527472;0.006329113924050633;0.005319148936170213;0.033783783783783786;0.011494252873563218;0.006289308176100629;0.004878048780487805;0.021505376344086023;0.0;0.0;0.00641025641025641;0.11707156029076979;0.0;0.011793640640976544;0.011707156029076978;0.033783783783783786
57;canada;0.016483516483516484;0.0;0.005319148936170213;0.006756756756756757;0.011494252873563218;0.006289308176100629;0.00975609756097561;0.03225806451612903;0.0;0.02564102564102564;0.00641025641025641;0.11399817094423759;0.0;0.010598714457682911;0.011399817094423758;0.03225806451612903
58;communication;0.01098901098901099;0.012658227848101266;0.010638297872340425;0.0;0.005747126436781609;0.018867924528301886;0.00975609756097561;0.03225806451612903;0.0;0.01282051282051282;0.0;0.11373526257215363;0.0;0.00936749245689001;0.011373526257215364;0.03225806451612903
59;germany;0.01098901098901099;0.0;0.015957446808510637;0.013513513513513514;0.017241379310344827;0.0;0.02926829268292683;0.0;0.012448132780082987;0.01282051282051282;0.0;0.1122382889049026;0.0;0.009258568672683038;0.01122382889049026;0.02926829268292683
60;international cooperation;0.03296703296703297;0.012658227848101266;0.015957446808510637;0.006756756756756757;0.0;0.006289308176100629;0.00975609756097561;0.010752688172043012;0.008298755186721992;0.008547008547008548;0.01282051282051282;0.11198332202325141;0.0;0.008727996186692078;0.011198332202325141;0.03296703296703297
61;france;0.027472527472527472;0.0;0.005319148936170213;0.02027027027027027;0.028735632183908046;0.0;0.00975609756097561;0.0;0.0;0.017094017094017096;0.00641025641025641;0.10864769351786871;0.0;0.01167432250866615;0.01086476935178687;0.028735632183908046
62;social justice;0.027472527472527472;0.0;0.010638297872340425;0.013513513513513514;0.017241379310344827;0.006289308176100629;0.00975609756097561;0.005376344086021506;0.004149377593360996;0.01282051282051282;0.0;0.10725735840569779;0.0;0.007764621033990906;0.010725735840569779;0.027472527472527472
63;guidelines as topic;0.01098901098901099;0.0189873417721519;0.015957446808510637;0.006756756756756757;0.005747126436781609;0.018867924528301886;0.0;0.021505376344086023;0.0;0.004273504273504274;0.0;0.10308448790910409;0.0;0.008087729420546733;0.010308448790910408;0.021505376344086023
64;heart transplantation;0.0;0.006329113924050633;0.005319148936170213;0.006756756756756757;0.017241379310344827;0.012578616352201259;0.01951219512195122;0.005376344086021506;0.016597510373443983;0.01282051282051282;0.0;0.10253157768145321;0.0;0.006391772765733254;0.01025315776814532;0.01951219512195122
65;pilot projects;0.01098901098901099;0.0;0.005319148936170213;0.006756756756756757;0.017241379310344827;0.012578616352201259;0.004878048780487805;0.026881720430107527;0.012448132780082987;0.004273504273504274;0.01282051282051282;0.10136631860866663;0.0;0.007762590249945482;0.010136631860866663;0.026881720430107527
66;ethical analysis;0.016483516483516484;0.0;0.005319148936170213;0.013513513513513514;0.005747126436781609;0.006289308176100629;0.01951219512195122;0.016129032258064516;0.016597510373443983;0.0;0.0;0.09959135129954216;0.0;0.007300720158162743;0.009959135129954217;0.01951219512195122
67;india;0.005494505494505495;0.006329113924050633;0.0;0.013513513513513514;0.028735632183908046;0.006289308176100629;0.00975609756097561;0.010752688172043012;0.012448132780082987;0.004273504273504274;0.0;0.0975924960786842;0.0;0.007815549582292114;0.00975924960786842;0.028735632183908046
68;social responsibility;0.038461538461538464;0.012658227848101266;0.0;0.006756756756756757;0.0;0.012578616352201259;0.014634146341463415;0.0;0.012448132780082987;0.0;0.0;0.09753741854014414;0.0;0.011837583610382231;0.009753741854014415;0.038461538461538464
69;interviews as topic;0.005494505494505495;0.0;0.005319148936170213;0.006756756756756757;0.017241379310344827;0.012578616352201259;0.00975609756097561;0.010752688172043012;0.012448132780082987;0.017094017094017096;0.01282051282051282;0.09744134245709726;0.0;0.00545797172791835;0.009744134245709727;0.017241379310344827
70;bioethical issues;0.01098901098901099;0.0;0.0;0.0;0.017241379310344827;0.0;0.014634146341463415;0.016129032258064516;0.02074688796680498;0.017094017094017096;0.0;0.09683447395970582;0.0;0.0086748339066857;0.009683447395970582;0.02074688796680498
71;research design;0.016483516483516484;0.0;0.0;0.0;0.0;0.0440251572327044;0.00975609756097561;0.005376344086021506;0.016597510373443983;0.004273504273504274;0.00641025641025641;0.09651213001016624;0.0;0.013728673828643762;0.009651213001016625;0.0440251572327044
72;attitude to death;0.016483516483516484;0.0;0.010638297872340425;0.0;0.005747126436781609;0.025157232704402517;0.00975609756097561;0.010752688172043012;0.016597510373443983;0.0;0.0;0.09513246960350363;0.0;0.008380240866080364;0.009513246960350363;0.025157232704402517
73;beneficence;0.027472527472527472;0.006329113924050633;0.0;0.006756756756756757;0.011494252873563218;0.006289308176100629;0.004878048780487805;0.010752688172043012;0.008298755186721992;0.01282051282051282;0.0;0.09509196416276433;0.0;0.007306974155213285;0.009509196416276433;0.027472527472527472
74;italy;0.005494505494505495;0.006329113924050633;0.0;0.0;0.005747126436781609;0.03773584905660377;0.00975609756097561;0.0;0.008298755186721992;0.021367521367521368;0.01282051282051282;0.09472896902716046;0.0;0.011787634902543377;0.009472896902716046;0.03773584905660377
75;cohort studies;0.01098901098901099;0.006329113924050633;0.0;0.006756756756756757;0.011494252873563218;0.012578616352201259;0.00975609756097561;0.010752688172043012;0.004149377593360996;0.021367521367521368;0.00641025641025641;0.09417343558948385;0.0;0.005720680759636191;0.009417343558948386;0.021367521367521368
76;israel;0.01098901098901099;0.012658227848101266;0.015957446808510637;0.006756756756756757;0.011494252873563218;0.006289308176100629;0.0;0.016129032258064516;0.004149377593360996;0.008547008547008548;0.0;0.09297042185047755;0.0;0.005153430884521833;0.009297042185047755;0.016129032258064516
77;health services accessibility;0.016483516483516484;0.0189873417721519;0.026595744680851064;0.0;0.005747126436781609;0.0;0.004878048780487805;0.005376344086021506;0.008298755186721992;0.004273504273504274;0.019230769230769232;0.09064038170003662;0.0;0.008761362737942867;0.009064038170003662;0.026595744680851064
78;graft rejection;0.02197802197802198;0.006329113924050633;0.005319148936170213;0.0;0.011494252873563218;0.006289308176100629;0.014634146341463415;0.010752688172043012;0.004149377593360996;0.008547008547008548;0.0;0.08949306654178264;0.0;0.006166252784929547;0.008949306654178264;0.02197802197802198
79;severity of illness index;0.0;0.0189873417721519;0.010638297872340425;0.013513513513513514;0.0;0.012578616352201259;0.004878048780487805;0.016129032258064516;0.012448132780082987;0.0;0.00641025641025641;0.0891729833288424;0.0;0.0071355457755085784;0.00891729833288424;0.0189873417721519
80;netherlands;0.01098901098901099;0.0;0.0;0.006756756756756757;0.0;0.006289308176100629;0.01951219512195122;0.016129032258064516;0.016597510373443983;0.01282051282051282;0.0;0.08909432649584091;0.0;0.007400465150411496;0.008909432649584091;0.01951219512195122
81;australia;0.01098901098901099;0.006329113924050633;0.0;0.013513513513513514;0.011494252873563218;0.012578616352201259;0.00975609756097561;0.010752688172043012;0.012448132780082987;0.0;0.0;0.08786142616544122;0.0;0.005028422140304341;0.008786142616544122;0.013513513513513514
82;government regulation;0.054945054945054944;0.006329113924050633;0.010638297872340425;0.0;0.011494252873563218;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.08768022388851349;0.0;0.01684500799571873;0.008768022388851349;0.054945054945054944
83;iran;0.027472527472527472;0.0;0.010638297872340425;0.0;0.011494252873563218;0.006289308176100629;0.004878048780487805;0.005376344086021506;0.008298755186721992;0.01282051282051282;0.00641025641025641;0.08726804726827586;0.0;0.007915880723577795;0.008726804726827585;0.027472527472527472
84;recurrence;0.005494505494505495;0.006329113924050633;0.005319148936170213;0.0;0.011494252873563218;0.0;0.00975609756097561;0.021505376344086023;0.02074688796680498;0.004273504273504274;0.0;0.08491888737366045;0.0;0.007571111582442556;0.008491888737366044;0.021505376344086023
85;kidney;0.0;0.0;0.0;0.0;0.011494252873563218;0.0;0.004878048780487805;0.043010752688172046;0.008298755186721992;0.017094017094017096;0.0;0.08477582662296215;0.0;0.013532753419136574;0.008477582662296215;0.043010752688172046
86;transplant recipients;0.0;0.0;0.0;0.0;0.005747126436781609;0.006289308176100629;0.00975609756097561;0.016129032258064516;0.024896265560165973;0.021367521367521368;0.00641025641025641;0.0841853513596097;0.0;0.009402066266370357;0.00841853513596097;0.024896265560165973
87;swine;0.005494505494505495;0.0;0.0;0.02027027027027027;0.005747126436781609;0.006289308176100629;0.01951219512195122;0.005376344086021506;0.016597510373443983;0.004273504273504274;0.00641025641025641;0.08356076423257898;0.0;0.007592314818585701;0.008356076423257898;0.02027027027027027
88;consensus;0.005494505494505495;0.006329113924050633;0.010638297872340425;0.006756756756756757;0.005747126436781609;0.012578616352201259;0.004878048780487805;0.005376344086021506;0.012448132780082987;0.01282051282051282;0.0;0.0830674553037413;0.004878048780487805;0.0033718977522280294;0.008306745530374129;0.01282051282051282
89;developing countries;0.016483516483516484;0.006329113924050633;0.010638297872340425;0.0;0.022988505747126436;0.006289308176100629;0.004878048780487805;0.010752688172043012;0.004149377593360996;0.0;0.0;0.08250885674902643;0.0;0.007217463598841414;0.008250885674902644;0.022988505747126436
90;sweden;0.005494505494505495;0.006329113924050633;0.0;0.006756756756756757;0.011494252873563218;0.006289308176100629;0.01951219512195122;0.0;0.012448132780082987;0.01282051282051282;0.0;0.08114477794752376;0.0;0.0060477185815206985;0.008114477794752375;0.01951219512195122
91;spain;0.027472527472527472;0.006329113924050633;0.0;0.0;0.0;0.006289308176100629;0.00975609756097561;0.016129032258064516;0.004149377593360996;0.008547008547008548;0.01282051282051282;0.0786724655320884;0.0;0.00857005752316021;0.00786724655320884;0.027472527472527472
92;forecasting;0.016483516483516484;0.0;0.010638297872340425;0.0;0.005747126436781609;0.012578616352201259;0.004878048780487805;0.010752688172043012;0.008298755186721992;0.008547008547008548;0.0;0.07792405783110112;0.0;0.005273110252282451;0.007792405783110112;0.016483516483516484
93;healthcare disparities;0.0;0.0;0.026595744680851064;0.0;0.011494252873563218;0.006289308176100629;0.0;0.016129032258064516;0.008298755186721992;0.008547008547008548;0.00641025641025641;0.07735410172230996;0.0;0.008709557652954985;0.007735410172230996;0.026595744680851064
94;survival analysis;0.005494505494505495;0.0189873417721519;0.0;0.013513513513513514;0.011494252873563218;0.0;0.004878048780487805;0.005376344086021506;0.004149377593360996;0.01282051282051282;0.0;0.07671389693411725;0.0;0.006246979319376726;0.0076713896934117246;0.0189873417721519
95;intensive care units;0.005494505494505495;0.02531645569620253;0.0;0.006756756756756757;0.005747126436781609;0.0;0.00975609756097561;0.005376344086021506;0.004149377593360996;0.01282051282051282;0.01282051282051282;0.07541717644511733;0.0;0.007353684580955662;0.007541717644511734;0.02531645569620253
96;reproducibility of results;0.016483516483516484;0.0189873417721519;0.0;0.006756756756756757;0.005747126436781609;0.0;0.004878048780487805;0.005376344086021506;0.008298755186721992;0.008547008547008548;0.0;0.0750748980494466;0.0;0.006163564842052;0.00750748980494466;0.0189873417721519
97;global health;0.0;0.012658227848101266;0.031914893617021274;0.0;0.005747126436781609;0.012578616352201259;0.0;0.005376344086021506;0.0;0.004273504273504274;0.00641025641025641;0.07254871261363117;0.0;0.009949196297936629;0.007254871261363117;0.031914893617021274
98;religion and medicine;0.0;0.006329113924050633;0.005319148936170213;0.006756756756756757;0.022988505747126436;0.012578616352201259;0.00975609756097561;0.0;0.0;0.008547008547008548;0.00641025641025641;0.07227524782428944;0.0;0.007043984242489364;0.0072275247824289445;0.022988505747126436
