;journal;df_2010;df_2011;df_2012;df_2013;df_2014;df_2015;df_2016;df_2017;df_2018;df_2019;df_2020;total;min;std;mean;max
18;american journal of kidney diseases : the official journal of the national kidney foundation;0.005494505494505495;0.0189873417721519;0.0;0.006756756756756757;0.017241379310344827;0.03773584905660377;0.0;0.005376344086021506;0.012448132780082987;0.004273504273504274;0.01282051282051282;0.10831381352997152;0.0;0.011482148795676966;0.010831381352997152;0.03773584905660377
19;the hastings center report;0.005494505494505495;0.0;0.005319148936170213;0.02027027027027027;0.005747126436781609;0.018867924528301886;0.004878048780487805;0.0;0.04564315352697095;0.0;0.0;0.10622017797348823;0.0;0.014287582153237796;0.010622017797348823;0.04564315352697095
20;the journal of clinical ethics;0.016483516483516484;0.0;0.031914893617021274;0.013513513513513514;0.005747126436781609;0.006289308176100629;0.004878048780487805;0.005376344086021506;0.008298755186721992;0.008547008547008548;0.00641025641025641;0.10104851482717336;0.0;0.008938105384951739;0.010104851482717336;0.031914893617021274
21;narrative inquiry in bioethics;0.0;0.0;0.09042553191489362;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.004273504273504274;0.0;0.09884841378175889;0.0;0.028353240270562862;0.009884841378175888;0.09042553191489362
22;bmc medical ethics;0.005494505494505495;0.0;0.005319148936170213;0.02027027027027027;0.011494252873563218;0.006289308176100629;0.004878048780487805;0.021505376344086023;0.012448132780082987;0.008547008547008548;0.01282051282051282;0.09624605220227518;0.0;0.006904054519596084;0.009624605220227518;0.021505376344086023
23;the journal of heart and lung transplantation : the official publication of the international society for heart transplantation;0.0;0.006329113924050633;0.015957446808510637;0.013513513513513514;0.005747126436781609;0.006289308176100629;0.014634146341463415;0.005376344086021506;0.0;0.01282051282051282;0.01282051282051282;0.08066751210695476;0.0;0.005836682959308312;0.008066751210695475;0.015957446808510637
24;indian journal of medical ethics;0.005494505494505495;0.006329113924050633;0.0;0.0;0.040229885057471264;0.0;0.00975609756097561;0.010752688172043012;0.004149377593360996;0.0;0.0;0.07671166780240701;0.0;0.01214835153281749;0.007671166780240701;0.040229885057471264
25;journal of hepatology;0.0;0.02531645569620253;0.010638297872340425;0.0;0.017241379310344827;0.006289308176100629;0.0;0.0;0.012448132780082987;0.004273504273504274;0.00641025641025641;0.07620707810857567;0.0;0.008713870434843531;0.007620707810857568;0.02531645569620253
26;xenotransplantation;0.0;0.0;0.0;0.006756756756756757;0.005747126436781609;0.031446540880503145;0.00975609756097561;0.005376344086021506;0.012448132780082987;0.0;0.00641025641025641;0.07153099850112161;0.0;0.00963178942589988;0.007153099850112162;0.031446540880503145
27;lancet (london, england);0.0;0.03164556962025317;0.005319148936170213;0.0;0.005747126436781609;0.012578616352201259;0.0;0.005376344086021506;0.004149377593360996;0.004273504273504274;0.00641025641025641;0.06908968729829303;0.0;0.009475308458381727;0.006908968729829303;0.03164556962025317
28;plastic and reconstructive surgery;0.01098901098901099;0.006329113924050633;0.005319148936170213;0.006756756756756757;0.0;0.0;0.014634146341463415;0.0;0.016597510373443983;0.004273504273504274;0.0;0.06489919159440026;0.0;0.005976538150786832;0.006489919159440026;0.016597510373443983
29;clinical journal of the american society of nephrology : cjasn;0.01098901098901099;0.006329113924050633;0.005319148936170213;0.013513513513513514;0.0;0.012578616352201259;0.0;0.005376344086021506;0.008298755186721992;0.0;0.0;0.062404502987690104;0.0;0.005145529255442535;0.00624045029876901;0.013513513513513514
30;bmj (clinical research ed.);0.0;0.02531645569620253;0.010638297872340425;0.013513513513513514;0.0;0.006289308176100629;0.004878048780487805;0.0;0.0;0.0;0.0;0.0606356240386449;0.0;0.00838248322463468;0.00606356240386449;0.02531645569620253
31;radiology;0.0;0.012658227848101266;0.0;0.013513513513513514;0.005747126436781609;0.012578616352201259;0.00975609756097561;0.0;0.0;0.0;0.0;0.05425358171157326;0.0;0.006100393048506667;0.005425358171157326;0.013513513513513514
32;pediatrics;0.01098901098901099;0.006329113924050633;0.0;0.02027027027027027;0.005747126436781609;0.0;0.0;0.005376344086021506;0.0;0.004273504273504274;0.02564102564102564;0.052985369979639284;0.0;0.006421771441392896;0.005298536997963928;0.02027027027027027
33;critical care medicine;0.03296703296703297;0.012658227848101266;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.05238201757189099;0.0;0.010637053582661324;0.005238201757189099;0.03296703296703297
34;jama;0.005494505494505495;0.012658227848101266;0.0;0.006756756756756757;0.0;0.012578616352201259;0.004878048780487805;0.005376344086021506;0.0;0.004273504273504274;0.00641025641025641;0.05201600359157836;0.0;0.004651074971770952;0.005201600359157836;0.012658227848101266
35;annals of transplantation;0.01098901098901099;0.0;0.010638297872340425;0.0;0.011494252873563218;0.006289308176100629;0.0;0.0;0.012448132780082987;0.0;0.0;0.05185900269109825;0.0;0.005692347536548741;0.005185900269109825;0.012448132780082987
36;nursing ethics;0.005494505494505495;0.006329113924050633;0.0;0.0;0.005747126436781609;0.006289308176100629;0.004878048780487805;0.0;0.004149377593360996;0.017094017094017096;0.0;0.049981497499304264;0.0;0.005013706089948063;0.004998149749930426;0.017094017094017096
37;intensive care medicine;0.01098901098901099;0.0;0.0;0.0;0.005747126436781609;0.018867924528301886;0.004878048780487805;0.0;0.0;0.008547008547008548;0.0;0.049029119281590844;0.0;0.006379199375550925;0.0049029119281590846;0.018867924528301886
38;the annals of thoracic surgery;0.0;0.012658227848101266;0.0;0.0;0.005747126436781609;0.0;0.014634146341463415;0.005376344086021506;0.0;0.008547008547008548;0.0;0.04696285325937634;0.0;0.005664939990718069;0.004696285325937634;0.014634146341463415
39;experimental and clinical transplantation : official journal of the middle east society for organ transplantation;0.0;0.012658227848101266;0.0;0.006756756756756757;0.005747126436781609;0.006289308176100629;0.004878048780487805;0.005376344086021506;0.004149377593360996;0.0;0.00641025641025641;0.04585518967761056;0.0;0.00391744363570292;0.004585518967761056;0.012658227848101266
40;saudi journal of kidney diseases and transplantation : an official publication of the saudi center for organ transplantation, saudi arabia;0.01098901098901099;0.0;0.010638297872340425;0.006756756756756757;0.005747126436781609;0.0;0.004878048780487805;0.0;0.004149377593360996;0.0;0.00641025641025641;0.043158618428738575;0.0;0.004312269679993727;0.004315861842873857;0.01098901098901099
41;the virtual mentor : vm;0.0;0.0;0.0425531914893617;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0425531914893617;0.0;0.013456500681567571;0.00425531914893617;0.0425531914893617
42;la clinica terapeutica;0.0;0.0;0.0;0.013513513513513514;0.005747126436781609;0.012578616352201259;0.004878048780487805;0.005376344086021506;0.0;0.0;0.0;0.042093649169005695;0.0;0.0052639128316819715;0.0042093649169005695;0.013513513513513514
43;world journal of gastroenterology;0.0;0.006329113924050633;0.010638297872340425;0.006756756756756757;0.0;0.0;0.00975609756097561;0.0;0.008298755186721992;0.0;0.0;0.04177902130084542;0.0;0.004575137420364824;0.004177902130084542;0.010638297872340425
44;annals of internal medicine;0.016483516483516484;0.0;0.0;0.02027027027027027;0.0;0.0;0.004878048780487805;0.0;0.0;0.0;0.0;0.041631835534274554;0.0;0.00769606363598151;0.004163183553427456;0.02027027027027027
45;monash bioethics review;0.0;0.0;0.0;0.0;0.005747126436781609;0.012578616352201259;0.004878048780487805;0.005376344086021506;0.004149377593360996;0.004273504273504274;0.0;0.03700301752235745;0.0;0.003979242388309785;0.0037003017522357446;0.012578616352201259
46;medizinische klinik, intensivmedizin und notfallmedizin;0.0;0.0;0.005319148936170213;0.0;0.005747126436781609;0.006289308176100629;0.0;0.0;0.0;0.017094017094017096;0.0;0.034449600643069546;0.0;0.005521736109668286;0.0034449600643069547;0.017094017094017096
47;advances in chronic kidney disease;0.0;0.006329113924050633;0.026595744680851064;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0329248586049017;0.0;0.008426061995561101;0.00329248586049017;0.026595744680851064
48;anesthesia and analgesia;0.02197802197802198;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0;0.0;0.004273504273504274;0.0;0.03254083442762688;0.0;0.006951906977796492;0.003254083442762688;0.02197802197802198
49;the journal of law, medicine & ethics : a journal of the american society of law, medicine & ethics;0.0;0.0;0.005319148936170213;0.0;0.0;0.0;0.004878048780487805;0.005376344086021506;0.008298755186721992;0.008547008547008548;0.0;0.032419305536410065;0.0;0.003618061737799355;0.0032419305536410064;0.008547008547008548
50;theoretical medicine and bioethics;0.0;0.006329113924050633;0.0;0.006756756756756757;0.005747126436781609;0.0;0.004878048780487805;0.0;0.004149377593360996;0.004273504273504274;0.0;0.032133927764942075;0.0;0.002882080825192035;0.0032133927764942073;0.006756756756756757
51;bone marrow transplantation;0.005494505494505495;0.02531645569620253;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.030810961190708027;0.0;0.008001256753351001;0.003081096119070803;0.02531645569620253
52;science (new york, n.y.);0.0;0.0;0.0;0.006756756756756757;0.005747126436781609;0.012578616352201259;0.004878048780487805;0.0;0.0;0.0;0.0;0.02996054832622743;0.0;0.004358092444460774;0.002996054832622743;0.012578616352201259
53;plos one;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.004878048780487805;0.005376344086021506;0.004149377593360996;0.008547008547008548;0.0;0.02970753576363561;0.0;0.003339479648525594;0.002970753576363561;0.008547008547008548
54;european journal of health law;0.01098901098901099;0.0;0.0;0.006756756756756757;0.0;0.006289308176100629;0.004878048780487805;0.0;0.0;0.0;0.0;0.028913124702356182;0.0;0.004029971100254349;0.0028913124702356183;0.01098901098901099
55;the new bioethics : a multidisciplinary journal of biotechnology and the body;0.0;0.0;0.0;0.013513513513513514;0.005747126436781609;0.0;0.0;0.005376344086021506;0.0;0.004273504273504274;0.00641025641025641;0.028910488309820903;0.0;0.004462570146799998;0.0028910488309820902;0.013513513513513514
56;fertility and sterility;0.005494505494505495;0.0;0.0;0.013513513513513514;0.005747126436781609;0.0;0.0;0.0;0.004149377593360996;0.0;0.0;0.028904523038161614;0.0;0.004465973697431405;0.0028904523038161614;0.013513513513513514
57;revue medicale suisse;0.0;0.0;0.0;0.006756756756756757;0.005747126436781609;0.006289308176100629;0.00975609756097561;0.0;0.0;0.0;0.01282051282051282;0.028549288930614605;0.0;0.0038284588030404504;0.0028549288930614604;0.00975609756097561
58;nefrologia : publicacion oficial de la sociedad espanola nefrologia;0.016483516483516484;0.006329113924050633;0.005319148936170213;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.02813177934373733;0.0;0.005384315114051795;0.002813177934373733;0.016483516483516484
59;perspectives in biology and medicine;0.005494505494505495;0.0;0.010638297872340425;0.0;0.0;0.006289308176100629;0.0;0.005376344086021506;0.0;0.0;0.0;0.027798455628968058;0.0;0.003866494705651618;0.002779845562896806;0.010638297872340425
60;world journal of surgery;0.005494505494505495;0.0;0.0;0.0;0.017241379310344827;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.027009389078354595;0.0;0.0055052185352667685;0.0027009389078354595;0.017241379310344827
61;journal of the national medical association;0.016483516483516484;0.0;0.005319148936170213;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.026076169693190973;0.0;0.005273264193145251;0.0026076169693190973;0.016483516483516484
62;the new england journal of medicine;0.0;0.0;0.005319148936170213;0.02027027027027027;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.025589419206440485;0.0;0.0064437339477344535;0.0025589419206440483;0.02027027027027027
63;developing world bioethics;0.0;0.0;0.005319148936170213;0.0;0.0;0.006289308176100629;0.004878048780487805;0.0;0.008298755186721992;0.0;0.0;0.02478526107948064;0.0;0.0033180068249760502;0.002478526107948064;0.008298755186721992
64;annali dell'istituto superiore di sanita;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010752688172043012;0.004149377593360996;0.008547008547008548;0.0;0.023449074312412554;0.0;0.004094753877140474;0.0023449074312412556;0.010752688172043012
65;clinical medicine (london, england);0.005494505494505495;0.0;0.005319148936170213;0.006756756756756757;0.005747126436781609;0.0;0.0;0.0;0.0;0.0;0.0;0.023317537624214076;0.0;0.0030330659973583024;0.0023317537624214075;0.006756756756756757
66;lakartidningen;0.0;0.0;0.005319148936170213;0.006756756756756757;0.005747126436781609;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.023199376215730087;0.0;0.0030195757539924753;0.0023199376215730086;0.006756756756756757
67;critical care (london, england);0.0;0.0;0.0;0.006756756756756757;0.005747126436781609;0.006289308176100629;0.0;0.0;0.004149377593360996;0.0;0.0;0.02294256896299999;0.0;0.0030335129769951835;0.002294256896299999;0.006756756756756757
68;social science & medicine (1982);0.005494505494505495;0.006329113924050633;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.004149377593360996;0.0;0.0;0.02272975376867388;0.0;0.003008399340671466;0.002272975376867388;0.006756756756756757
69;nephrologie & therapeutique;0.005494505494505495;0.006329113924050633;0.010638297872340425;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.022461917290896555;0.0;0.003843708892825865;0.0022461917290896556;0.010638297872340425
70;"soins; la revue de reference infirmiere";0.0;0.0;0.005319148936170213;0.0;0.0;0.0;0.0;0.0;0.008298755186721992;0.008547008547008548;0.0;0.02216491266990075;0.0;0.003667964963944363;0.002216491266990075;0.008547008547008548
71;british journal of hospital medicine (london, england : 2005);0.01098901098901099;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.004149377593360996;0.0;0.0;0.021895145339128744;0.0;0.003882864347313027;0.0021895145339128745;0.01098901098901099
72;pediatric nephrology (berlin, germany);0.0;0.0;0.0;0.0;0.0;0.012578616352201259;0.004878048780487805;0.0;0.0;0.004273504273504274;0.0;0.021730169406193336;0.0;0.004123910789181613;0.0021730169406193336;0.012578616352201259
73;swiss medical weekly;0.005494505494505495;0.006329113924050633;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.004149377593360996;0.0;0.0;0.02134934109793863;0.0;0.0028045646781380104;0.002134934109793863;0.006329113924050633
74;the new zealand medical journal;0.0;0.0;0.0;0.006756756756756757;0.0;0.006289308176100629;0.0;0.0;0.008298755186721992;0.0;0.0;0.021344820119579378;0.0;0.003472404902455444;0.0021344820119579377;0.008298755186721992
75;chest;0.005494505494505495;0.0;0.0;0.0;0.0;0.0;0.004878048780487805;0.010752688172043012;0.0;0.0;0.0;0.021125242447036313;0.0;0.0037264470211741136;0.0021125242447036312;0.010752688172043012
76;surgery;0.0;0.006329113924050633;0.0;0.0;0.005747126436781609;0.0;0.004878048780487805;0.0;0.004149377593360996;0.0;0.0;0.021103666734681042;0.0;0.00278015516545834;0.002110366673468104;0.006329113924050633
77;internal medicine journal;0.005494505494505495;0.0;0.005319148936170213;0.0;0.0;0.0;0.004878048780487805;0.005376344086021506;0.0;0.0;0.00641025641025641;0.02106804729718502;0.0;0.0027243166315158796;0.002106804729718502;0.005494505494505495
78;nature;0.0;0.0;0.005319148936170213;0.006756756756756757;0.0;0.0;0.0;0.0;0.004149377593360996;0.004273504273504274;0.0;0.020498787559792238;0.0;0.0027367306391413476;0.002049878755979224;0.006756756756756757
79;methods in molecular biology (clifton, n.j.);0.0;0.0;0.005319148936170213;0.0;0.0;0.0;0.0;0.010752688172043012;0.0;0.004273504273504274;0.00641025641025641;0.0203453413817175;0.0;0.0036633802774085128;0.0020345341381717503;0.010752688172043012
80;the journal of craniofacial surgery;0.0;0.0;0.015957446808510637;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.0;0.0;0.020106824401871632;0.0;0.0050709302708451445;0.0020106824401871634;0.015957446808510637
81;kidney international;0.0;0.0;0.005319148936170213;0.0;0.005747126436781609;0.0;0.0;0.0;0.0;0.008547008547008548;0.0;0.01961328391996037;0.0;0.0032643881879671375;0.0019613283919960372;0.008547008547008548
82;der nervenarzt;0.0;0.0;0.0;0.0;0.0;0.0;0.01951219512195122;0.0;0.0;0.0;0.0;0.01951219512195122;0.0;0.006170297873499278;0.001951219512195122;0.01951219512195122
83;"revista de investigacion clinica; organo del hospital de enfermedades de la nutricion";0.0;0.0189873417721519;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0189873417721519;0.0;0.006004324671205784;0.00189873417721519;0.0189873417721519
84;journal of health politics, policy and law;0.0;0.012658227848101266;0.0;0.0;0.0;0.006289308176100629;0.0;0.0;0.0;0.0;0.0;0.018947536024201895;0.0;0.004267255394923973;0.0018947536024201896;0.012658227848101266
85;the journal of surgical research;0.0;0.0;0.005319148936170213;0.013513513513513514;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.018832662449683728;0.0;0.004415144082092154;0.0018832662449683728;0.013513513513513514
86;transplantation reviews (orlando, fla.);0.0;0.0;0.0;0.0;0.005747126436781609;0.0;0.0;0.0;0.004149377593360996;0.008547008547008548;0.00641025641025641;0.018443512577151152;0.0;0.003149635537591334;0.0018443512577151152;0.008547008547008548
87;current opinion in critical care;0.0;0.0;0.005319148936170213;0.006756756756756757;0.0;0.006289308176100629;0.0;0.0;0.0;0.0;0.0;0.018365213869027598;0.0;0.002977217130207198;0.0018365213869027599;0.006756756756756757
88;world journal for pediatric & congenital heart surgery;0.0;0.0;0.0;0.006756756756756757;0.011494252873563218;0.0;0.0;0.0;0.0;0.0;0.0;0.018251009630319975;0.0;0.004006407031781734;0.0018251009630319975;0.011494252873563218
89;bjog : an international journal of obstetrics and gynaecology;0.0;0.0;0.0;0.0;0.0;0.0;0.00975609756097561;0.0;0.004149377593360996;0.004273504273504274;0.0;0.01817897942784088;0.0;0.0032933279943181022;0.001817897942784088;0.00975609756097561
90;lege artis medicinae : uj magyar orvosi hirmondo;0.0;0.0;0.0;0.0;0.011494252873563218;0.006289308176100629;0.0;0.0;0.0;0.0;0.0;0.017783561049663846;0.0;0.003944725621984519;0.0017783561049663846;0.011494252873563218
91;annals of the royal college of surgeons of england;0.005494505494505495;0.006329113924050633;0.0;0.0;0.005747126436781609;0.0;0.0;0.0;0.0;0.0;0.0;0.017570745855337737;0.0;0.0028363439883419155;0.0017570745855337738;0.006329113924050633
92;nephrology nursing journal : journal of the american nephrology nurses' association;0.005494505494505495;0.0;0.0;0.0;0.005747126436781609;0.006289308176100629;0.0;0.0;0.0;0.0;0.0;0.017530940107387732;0.0;0.002829233585631546;0.0017530940107387733;0.006289308176100629
93;science and engineering ethics;0.0;0.0;0.0;0.0;0.0;0.0;0.004878048780487805;0.0;0.008298755186721992;0.004273504273504274;0.0;0.01745030824071407;0.0;0.0029902844636148966;0.001745030824071407;0.008298755186721992
94;journal of bioethical inquiry;0.0;0.0;0.0;0.006756756756756757;0.005747126436781609;0.0;0.004878048780487805;0.0;0.0;0.0;0.0;0.017381931974026172;0.0;0.002833635829738171;0.0017381931974026171;0.006756756756756757
95;harefuah;0.0;0.0;0.0;0.0;0.017241379310344827;0.0;0.0;0.0;0.0;0.0;0.0;0.017241379310344827;0.0;0.005452202862359274;0.0017241379310344827;0.017241379310344827
96;presse medicale (paris, france : 1983);0.0;0.006329113924050633;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.004149377593360996;0.0;0.0;0.017235248274168384;0.0;0.002852355771768186;0.0017235248274168383;0.006756756756756757
97;the journal of urology;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.010752688172043012;0.0;0.0;0.0;0.017041996348143643;0.0;0.003743627716328193;0.0017041996348143643;0.010752688172043012
98;sociology of health & illness;0.0;0.0;0.0;0.0;0.0;0.012578616352201259;0.0;0.0;0.0;0.004273504273504274;0.00641025641025641;0.016852120625705534;0.0;0.004056339772547978;0.0016852120625705535;0.012578616352201259
99;medicine, science, and the law;0.005494505494505495;0.006329113924050633;0.0;0.0;0.0;0.0;0.004878048780487805;0.0;0.0;0.0;0.0;0.016701668199043933;0.0;0.002711048619066588;0.0016701668199043933;0.006329113924050633
100;nephrology, dialysis, transplantation : official publication of the european dialysis and transplant association - european renal association;0.005494505494505495;0.0;0.005319148936170213;0.0;0.005747126436781609;0.0;0.0;0.0;0.0;0.0;0.0;0.01656078086745732;0.0;0.002668467142609359;0.0016560780867457318;0.005747126436781609
101;current opinion in anaesthesiology;0.005494505494505495;0.0;0.005319148936170213;0.0;0.005747126436781609;0.0;0.0;0.0;0.0;0.0;0.0;0.01656078086745732;0.0;0.002668467142609359;0.0016560780867457318;0.005747126436781609
102;medecine sciences : m/s;0.016483516483516484;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.016483516483516484;0.0;0.0052125455936841425;0.0016483516483516484;0.016483516483516484
103;kennedy institute of ethics journal;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.005376344086021506;0.0;0.004273504273504274;0.0;0.016406605116282537;0.0;0.0027060427694898153;0.0016406605116282536;0.006756756756756757
104;seminars in dialysis;0.0;0.0;0.010638297872340425;0.0;0.005747126436781609;0.0;0.0;0.0;0.0;0.0;0.0;0.016385424309122036;0.0;0.0036416515014482125;0.0016385424309122037;0.010638297872340425
105;nephrology (carlton, vic.);0.0;0.0;0.005319148936170213;0.006756756756756757;0.0;0.0;0.0;0.0;0.004149377593360996;0.0;0.0;0.016225283286287966;0.0;0.00268407774178261;0.0016225283286287965;0.006756756756756757
106;liver international : official journal of the international association for the study of the liver;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.016129032258064516;0.0;0.0;0.0;0.016129032258064516;0.0;0.005100447838981257;0.0016129032258064516;0.016129032258064516
107;health care analysis : hca : journal of health philosophy and policy;0.005494505494505495;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0;0.004149377593360996;0.0;0.0;0.01593319126396712;0.0;0.002615672082530984;0.0015933191263967118;0.006289308176100629
108;asaio journal (american society for artificial internal organs : 1992);0.0;0.006329113924050633;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.004149377593360996;0.0;0.0;0.015854835603433134;0.0;0.0026043235847338178;0.0015854835603433134;0.006329113924050633
109;journal of critical care;0.0;0.0;0.0;0.0;0.011494252873563218;0.0;0.0;0.0;0.004149377593360996;0.0;0.0;0.015643630466924213;0.0;0.0037247351302569843;0.0015643630466924212;0.011494252873563218
110;journal of plastic, reconstructive & aesthetic surgery : jpras;0.0;0.0;0.0;0.0;0.005747126436781609;0.0;0.0;0.005376344086021506;0.0;0.004273504273504274;0.0;0.015396974796307389;0.0;0.0025053430348290803;0.0015396974796307388;0.005747126436781609
111;medicine;0.0;0.0;0.0;0.0;0.005747126436781609;0.0;0.0;0.005376344086021506;0.004149377593360996;0.0;0.0;0.015272848116164112;0.0;0.002490557355425957;0.001527284811616411;0.005747126436781609
