;p_id;pid_type;year;journal;publisher;title;book_title;abstract;oabstract;authors;editors;language;meshterms;keywords;coi;grant;doi
27;34055023;Article;2021;Evidence-based complementary and alternative medicine : eCAM;;Systems Pharmacology and In Silico Docking Analysis Uncover Association of CA2, PPARG, RXRA, and VDR with the Mechanisms Underlying the Shi Zhen Tea Formula Effect on Eczema.;;Eczema is a complex chronic inflammatory skin disease impacted by environmental factors, infections, immune disorders, and deficiencies in skin barrier function. Shi Zhen Tea (SZT), derived from traditional Chinese medicine Xiao-Feng-San, has  shown to be an effective integrative therapy for treating skin lesions, itching,  and sleeping loss, and it facilitates reduction of topical steroid and antihistamine use in pediatric and adult patients with severe eczema. Yet, its active compounds and therapeutic mechanisms have not been elucidated. In this study, we sought to investigate the active compounds and molecular mechanisms of  SZT in treating eczema using systems pharmacology and in silico docking analysis. SZT is composed of 4 medicinal herbs, Baizhu (Atractylodis macrocephalae rhizome), Jingjie (Schizonepetae herba), Kushen (Sophorae flavescentis radix), and Niubangzi (Arctii fructus). We first identified 51 active compounds from SZT  and their 81 potential molecular targets by high-throughput computational analysis, from which we identified 4 major pathways including Th17 cell differentiation, metabolic pathways, pathways in cancer, and the PI3K-Akt signaling pathway. Through network analysis of the compound-target pathway, we identified hub molecular targets within these pathways including carbonic anhydrase II (CA2), peroxisome proliferator activated receptor gamma (PPAR gamma), retinoid X receptor alpha (RXRA), and vitamin D receptor (VDR). We further identified top 5 compounds including cynarine, stigmasterin, kushenol, beta-sitosterol, and (24S)-24-propylcholesta-5-ene-3beta-ol as putative key active compounds on the basis of their molecular docking scores with identified hub target proteins. Our study provides an insight into the therapeutic mechanism underlying multiscale benefits of SZT for eczema and paves the way for developing new and potentially more effective eczema therapies.;;Wang ZZ, Jia Y, Srivastava KD, Huang W, Tiwari R, Nowak-Wegrzyn A, Geliebter J, Miao M, Li XM;;eng;;;"ZZW, YL, WH, RT, ANW, JG, and MM have no financial conflicts of interest to disclose. KDS receives salary from General Nutraceutical Technology LLC. XML received research support from the National Institutes of Health (NIH)/National Center for Complementary and Alternative Medicine (NCCAM), Food Allergy Research  and Education (FARE) and Winston Wolkoff Integrative Medicine Fund for Allergies  and Wellness, the Parker Foundation, and Henan University of Chinese Medicine; received consulting fees from Food Allergy Research and Education (FARE), Johnson & Johnson Pharmaceutical Research & Development, LLC, and Bayer Global Health LLC; royalties from UpToDate; travel expenses from the National Center for Complementary and Alternative Medicine (NCCAM) and FARE, Henan University of Chinese Medicine, Harvard TCM summit, China Allergy Society Conference, and North American TCM Symposium; shares US patents PCT/US05/008417, PCT/US 10,500,169, PCP/14/762,416, and PCP 14/762,416; is a member of Herbs Springs, LLC, General Nutraceutical Technology LLC, and Health Freedom LLC; and takes compensation from practice at Integrative Health and Acupuncture PC.";;10.1155/2021/8406127
28;34042880;Article;2021;Studies in health technology and informatics;;openEHR Mapper - A Tool to Fuse Clinical and Genomic Data Using the openEHR Standard.;;Precision medicine is an emerging and important field for health care. Molecular  tumor boards use a combination of clinical and molecular data, such as somatic tumor mutations to decide on personalized therapies for patients who have run out of standard treatment options. Personalized treatment decisions require clinical  data from the hospital information system and mutation data to be accessible in a structured way. Here we introduce an open data platform to meet these requirements. We use the openEHR standard to create an expert-curated data model  that is stored in a vendor-neutral format. Clinical and molecular patient data is integrated into cBioPortal, a warehousing solution for cancer genomic studies that is extended for use in clinical routine for molecular tumor boards. For data integration, we developed openEHR Mapper, a tool that allows to (i) process input data, (ii) communicate with the openEHR repository, and (iii) export the data to  cBioPortal. We benchmarked the mapper performance using XML and JSON as serialization format and added caching capabilities as well as multi-threading to the openEHR Mapper.;;Reimer N, Ulrich H, Busch H, Kock-Schoppenhauer AK, Ingenerf J;;eng;['*Electronic Health Records', '*Genomics', 'Humans', 'Software'];['Health Information Interoperability', 'HiGHmed', 'cBioPortal', 'openEHR', 'tumor board'];;;10.3233/SHTI210055
29;34042663;Article;2021;Studies in health technology and informatics;;Using QR Code for Uniform Representation of Content in Cross-Border Exchange of ePrescriptions in the EU.;;This paper proposes an approach and demonstrates its application for cross-border exchange of ePrescriptions in the European Union. A business process model of the main use case for exchange of prescription content in the eHealth Digital Service Infrastructure is created and analyzed. The novelty in this approach is the proposed encoding of the basic dataset in a Quick Response (QR) code in terms of  an XML scheme that is independent of clinical models or proprietary database structures. It allows to inverse the dataflow control in the chain of message exchanges between Dispenser and National Contact Points. The proposed inversion of control positions the citizen with the QR code of the prescription in the center of that chain of message exchanges between the main actors of the business process. The independent format of content representation in the QR code allows the actors in the message exchange to auto-populate data in their registers when  the medicine is dispensed. Initial results are reported and reveal the advantages of embedding prescription details in QR code employing a common independent XML scheme.;;Krastev E, Kovachev P, Tcharaktchiev D, Abanos S;;eng;['Databases, Factual', 'European Union', '*Telemedicine'];['QR code', 'XML', 'business process model and notation', 'cross-border exchange', 'ePrescription', 'health informatics', 'inversion of control'];;;10.3233/SHTI210259
30;34034730;Article;2021;Microbial cell factories;;Stepwise metabolic engineering of Candida tropicalis for efficient xylitol production from xylose mother liquor.;;BACKGROUND: Commercial xylose purification produces xylose mother liquor (XML) as a major byproduct, which has become an inexpensive and abundant carbon source. A  portion of this XML has been used to produce low-value-added products such as caramel but the remainder often ends up as an organic pollutant. This has become  an issue of industrial concern. In this study, a uracil-deficient Candida tropicalis strain was engineered to efficiently convert XML to the commercially useful product xylitol. RESULTS: The xylitol dehydrogenase gene was deleted to block the conversion of xylitol to xylulose. Then, an NADPH regeneration system was added through heterologous expression of the Yarrowia lipolytica genes encoding 6-phosphate-gluconic acid dehydrogenase and 6-phosphate-glucose dehydrogenase. After process optimization, the engineered strain, C. tropicalis XZX-B4ZG, produced 97.10 g L(- 1) xylitol in 120 h from 300 g L(- 1) XML in a 5-L fermenter. The xylitol production rate was 0.82 g L(- 1 )h(- 1) and the conversion rate was 92.40 %. CONCLUSIONS: In conclusion, this study performed a combination of metabolic engineering and process optimizing in C. tropicalis to enhance xylitol production from XML. The use of C. tropicalis XZX-B4ZG, therefore, provided a convenient method to transform the industrial by-product XML into the useful material xylitol.;;Zhang L, Chen Z, Wang J, Shen W, Li Q, Chen X;;eng;['Candida tropicalis/enzymology/*genetics/*metabolism', 'D-Xylulose Reductase/*genetics/metabolism', 'Fermentation', 'Glucose 1-Dehydrogenase', 'Glucosephosphate Dehydrogenase/metabolism', 'Industrial Microbiology', '*Metabolic Engineering', 'Xylitol/*biosynthesis', 'Xylose/*metabolism'];['Candida tropicalis', 'Cofactor regeneration', 'Fermentation optimization', 'Xylitol', 'Xylose mother liquor'];;BK20171138/Natural Science Foundation of Jiangsu Province;10.1186/s12934-021-01596-1
31;33980685;Article;2021;BMJ (Clinical research ed.);;<xml><?covid-license?></xml>Airborne transmission of covid-19: reduce the viral load in inhaled air.;;;;Walker GJ, Foster S;;eng;['*COVID-19', 'Humans', 'SARS-CoV-2', 'Serologic Tests', 'Viral Load'];;Competing interests: None declared.;;10.1136/bmj.n1198
32;33961037;Article;2021;JAMA network open;;Comparison of Treatments for Cocaine Use Disorder Among Adults: A Systematic Review and Meta-analysis.;;"Importance: In the US and the United Kingdom, cocaine use is the second leading cause of illicit drug overdose death. Psychosocial treatments for cocaine use disorder are limited, and no pharmacotherapy is approved for use in the US or Europe. Objective: To compare treatments for active cocaine use among adults. Data Sources: PubMed and the Cochrane Database of Systematic Reviews were searched for clinical trials published between December 31, 1995, and December 31, 2017. Study Selection: This meta-analysis was registered on Covidence.org (study 8731) on December 31, 2015. Clinical trials were included if they (1) had  the term cocaine in the article title; (2) were published between December 31, 1995, and December 31, 2017; (3) were written in English; (4) enrolled outpatients 18 years or older with active cocaine use at baseline; and (5) reported treatment group size, treatment duration, retention rates, and urinalysis results for the presence of cocaine metabolites. A study was excluded  if (1) more than 25% of participants were not active cocaine users or more than 80% of participants had negative test results for the presence of cocaine metabolites at baseline and (2) it reported only pooled urinalysis results indicating the presence of multiple substances and did not report the specific proportion of positive test results for cocaine metabolites. Multiple reviewers reached criteria consensus. Of 831 records screened, 157 studies (18.9%) met selection criteria and were included in the analysis. Data Extraction and Synthesis: This study followed the Preferred Reporting Items for Systematic Reviews and Meta-analyses (PRISMA) guideline. Search results were imported from PubMed XML into Covidence.org then Microsoft Excel. Data extraction was completed in 2 iterations to ensure fidelity. Analyses included a multilevel random-effects model, a multilevel mixed-effects meta-regression model, and sensitivity analyses. Treatments were clustered into 11 categories (psychotherapy, contingency management programs, placebo, opioids, psychostimulants, anticonvulsants, dopamine agonists, antidepressants, antipsychotics, miscellaneous medications, and other therapies). Missing data were imputed using  multiple imputation by chained equations. The significance threshold for all analyses was P = .05. Data were analyzed using the metafor and mice packages in R software, version 3.3.2 (R Foundation for Statistical Computing). Data were analyzed from January 1, 2018, to February 28, 2021. Main Outcomes and Measures:  The primary outcome was the intention-to-treat logarithm of the odds ratio (OR) of having a negative urinalysis result for the presence of cocaine metabolites at the end of each treatment period compared with baseline. The hypothesis, which was formulated after data collection, was that no treatment category would have a significant association with objective reductions in cocaine use. Results: A total of 157 studies comprising 402 treatment groups and 15842 participants were  included. Excluding other therapies, the largest treatment groups across all studies were psychotherapy (mean [SD] number of participants, 40.04 [36.88]) and  contingency management programs (mean [SD] number of participants, 37.51 [25.51]). Only contingency management programs were significantly associated with an increased likelihood of having a negative test result for the presence of cocaine (OR, 2.13; 95% CI, 1.62-2.80), and this association remained significant  in all sensitivity analyses. Conclusions and Relevance: In this meta-analysis, contingency management programs were associated with reductions in cocaine use among adults. Research efforts and policies that align with this treatment modality may benefit those who actively use cocaine and attenuate societal burdens.";;Bentzley BS, Han SS, Neuner S, Humphreys K, Kampman KM, Halpern CH;;eng;['Clinical Trials as Topic', 'Cocaine-Related Disorders/*therapy', 'Humans', 'Psychotherapy'];;;;10.1001/jamanetworkopen.2021.8049
33;33954304;Article;2021;Journal of immunological sciences;;Implementation of Mobile Phone Data Collection in the Conduct EPI Comprehensive Review in East and Southern African Countries.;;Mobile phone data collection tools are increasingly becoming very usable collecting, collating and analysing data in the health sector. In this paper, we  documented the experiences with mobile phone data collection, collation and analysis in 5 countries of the East and Southern African, using Open Data Kit (ODK), where questionnaires were designed and coded on an XML form, uploaded and  data collected using Android-Based mobile phones, with a web-based system to monitor data in real-time during EPI comprehensive review. The ODK interface supports in real-time monitoring of the flow of data, detection of missing or incomplete data, coordinate location of all locations visited, embedded charts for basic analysis. It also minimized data quality errors at entry level with the use of validation codes and constraint developed into the checklist. These benefits, combined with the improvement that mobile phones offer over paper-based in terms of timeliness, data loss, collation, and real-time data collection, analysis and uploading difficulties, make mobile phone data collection a feasible method of data collection that needs to be further explored in the conduct of all surveys in the organization.;;Bello IM, Umar AS, Akpan GU, Okeibunor J, Shibeshi C, Eshetu M, Magwati CJ, Fasil T, Fussum D, Mihigo R, Mkanda P;;eng;;;;001/WHO_/World Health Organization/International;10.29245/2578-3009/2021/S2.1108
34;33954235;Article;2021;PeerJ. Computer science;;LOPDF: a framework for extracting and producing open data of scientific documents for smart digital libraries.;;Background: Results of scientific experiments and research work, either conducted by individuals or organizations, are published and shared with scientific community in different types of scientific publications such as books, chapters,  journals, articles, reference works and reference works entries. One aspect of these documents is their contents and the other is metadata. Metadata of scientific documents could be used to increase mutual cooperation, find people with common interest and research work, and to find scientific documents in the matching domains. The major issue in getting these benefits from metadata of scientific publications is availability of these data in unstructured (or semi-structured) format so that it can not be used to ask smart queries that can  help in computing and performing different types of analysis on scientific publications data. Also, acquisition and smart processing of publications data is a complicated as well as time and resource consuming task. Methods: To address this problem we have developed a generic framework named as Linked Open Publications Data Framework (LOPDF). The LOPDF framework can be used to crawl, process, extract and produce machine understandable data (i.e., LOD) about scientific publications from different publisher specific sources such as portals, XML export and websites. In this paper we present the architecture, process and algorithm that we developed to process textual publications data and  to produce semantically enriched data as RDF datasets (i.e., open data). Results: The resulting datasets can be used to make smart queries by making use of SPARQL  protocol. We also present the quantitative as well as qualitative analysis of our resulting datasets which ultimately can be used to compute the research behavior  of organizations in rapidly growing knowledge society. Finally, we present the potential usage of producing and processing such open data of scientific publications and how results of performing smart queries on resulting open datasets can be used to compute the impact and perform different types of analysis on scientific publications data.;;Aslam MA;;eng;;['Algorithms analysis', 'Digital libraries', 'Ontological reasoning', 'Open data'];The authors declare there are no competing interests.;;10.7717/peerj-cs.445
35;33930535;Article;2021;Journal of biomedical informatics;;"Genomic considerations for FHIR(R); eMERGE implementation lessons.";;Structured representation of clinical genetic results is necessary for advancing  precision medicine. The Electronic Medical Records and Genomics (eMERGE) Network's Phase III program initially used a commercially developed XML message format for standardized and structured representation of genetic results for electronic health record (EHR) integration. In a desire to move towards a standard representation, the network created a new standardized format based upon Health Level Seven Fast Healthcare Interoperability Resources (HL7(R) FHIR(R)), to represent clinical genomics results. These new standards improve the utility of HL7(R) FHIR(R) as an international healthcare interoperability standard for management of genetic data from patients. This work advances the establishment of standards that are being designed for broad adoption in the current health information technology landscape.;;Murugan M, Babb LJ, Overby Taylor C, Rasmussen LV, Freimuth RR, Venner E, Yan F, Yi V, Granite SJ, Zouk H, Aronson SJ, Power K, Fedotov A, Crosslin DR, Fasel D, Jarvik GP, Hakonarson H, Bangash H, Kullo IJ, Connolly JJ, Nestor JG, Caraballo PJ, Wei W, Wiley K, Rehm HL, Gibbs RA;;eng;['*Electronic Health Records', 'Genomics', 'Health Level Seven', 'Humans', '*Medical Informatics', 'Precision Medicine'];['*Clinical decision support', '*Clinical genomics', '*Electronic health record (EHR)', '*Genetic test results', '*HL7(R) FHIR(R) standard', '*Interoperability'];;U01 HG008676/HG/NHGRI NIH HHS/United States;10.1016/j.jbi.2021.103795
36;33854694;Article;2021;Oxidative medicine and cellular longevity;;Xinmailong Attenuates Doxorubicin-Induced Lysosomal Dysfunction and Oxidative Stress in H9c2 Cells via HO-1.;;The clinical use of doxorubicin (DOX) is limited by its cardiotoxicity, which is  closely associated with oxidative stress. Xinmailong (XML) is a bioactive peptide extracted from American cockroaches, which has been mainly applied to treat chronic heart failure in China. Our previous study showed that XML attenuates DOX-induced oxidative stress. However, the mechanism of XML in DOX-induced cardiotoxicity remains unclear. Heme oxygenase-1 (HO-1), an enzyme that is ubiquitously expressed in all cell types, has been found to take antioxidant effects in many cardiovascular diseases, and its expression is protectively upregulated under DOX treatment. Lysosome and autophagy are closely involved in oxidative stress as well. It is still unknown whether XML could attenuate doxorubicin-induced lysosomal dysfunction and oxidative stress in H9c2 cells via  HO-1. Thus, this study was aimed at investigating the involvement of HO-1-mediated lysosomal function and autophagy flux in DOX-induced oxidative stress and cardiotoxicity in H9c2 cells. Our results showed that XML treatment markedly increased cell proliferation and SOD activity, improved lysosomal function, and ameliorated autophagy flux block in DOX-treated H9c2 cells. Furthermore, XML significantly increased HO-1 expression following DOX treatment. Importantly, HO-1-specific inhibitor (Znpp) or HO-1 siRNA could significantly attenuate the protective effects of XML against DOX-induced cell injury, oxidative stress, lysosomal dysfunction, and autophagy flux block. These results  suggest that XML protects against DOX-induced cardiotoxicity through HO-1-mediated recovery of lysosomal function and autophagy flux and decreases oxidative stress, providing a novel mechanism responsible for the protection of XML against DOX-induced cardiomyopathy.;;Jiang Y, Liu Y, Xiao W, Zhang D, Liu X, Xiao H, You S, Yuan L;;eng;['Animals', 'Antibiotics, Antineoplastic/adverse effects/pharmacology', 'Cell Line', 'Doxorubicin/adverse effects/*pharmacology', 'Drug Interactions', 'Drugs, Chinese Herbal/*pharmacology', 'Heme Oxygenase (Decyclizing)/antagonists & inhibitors/*metabolism', 'Lysosomes/*drug effects/enzymology', 'Myocytes, Cardiac/*drug effects/enzymology', 'Oxidative Stress/*drug effects', 'Rats'];;The authors declare no conflicts of interest regarding the publication of this article.;;10.1155/2021/5896931
37;33839303;Article;2021;Journal of biomedical informatics;;CDISC-compliant clinical trial imaging management system with automatic verification and data Transformation: Focusing on tumor response assessment data  in clinical trials.;;OBJECTIVE: Major issues in imaging data management of tumor response assessment in clinical trials include high human errors in data input and unstandardized data structures, warranting a new breakthrough IT solution. Thus, we aim to develop a Clinical Data Interchange Standards Consortium (CDISC)-compliant clinical trial imaging management system (CTIMS) with automatic verification and  transformation modules for implementing the CDISC Study Data Tabulation Model (SDTM) in the tumor response assessment dataset of clinical trials. MATERIALS AND METHODS: In accordance with various CDISC standards guides and Response Evaluation Criteria in Solid Tumors (RECIST) guidelines, the overall system architecture of CDISC-compliant CTIMS was designed. Modules for standard-compliant electronic case report form (eCRF) to verify data conformance  and transform into SDTM data format were developed by experts in diverse fields such as medical informatics, medical, and clinical trial. External validation of  the CDISC-compliant CTIMS was performed by comparing it with our previous CTIMS based on real-world data and CDISC validation rules by Pinnacle 21 Community Software. RESULTS: The architecture of CDISC-compliant CTIMS included the standard-compliant eCRF module of RECIST, the automatic verification module of the input data, and the SDTM transformation module from the eCRF input data to the SDTM datasets based on CDISC Define-XML. This new system was incorporated into our previous CTIMS. External validation demonstrated that all 176 human input errors occurred in the previous CTIMS filtered by a new system yielding zero error and CDISC-compliant dataset. The verified eCRF input data were automatically transformed into the SDTM dataset, which satisfied the CDISC validation rules by Pinnacle 21 Community Software. CONCLUSIONS: To assure data consistency and high quality of the tumor response assessment data, our new CTIMS can minimize human input error by using standard-compliant eCRF with an automatic verification module and automatically transform the datasets into CDISC SDTM format.;;Lee AJ, Kim KW, Shin Y, Lee J, Park HJ, Cho YC, Ko Y, Sung YS, Yoon BS;;eng;['Clinical Trials as Topic', 'Humans', '*Medical Informatics', '*Neoplasms/diagnostic imaging', 'Software'];['*CDISC', '*CTIMS', '*Clinical trial', '*RECIST', '*SDTM'];;;10.1016/j.jbi.2021.103782
38;33781919;Article;2021;Journal of biomedical informatics;;Development of a FHIR RDF data transformation and validation framework and its evaluation.;;Resource Description Framework (RDF) is one of the three standardized data formats in the HL7 Fast Healthcare Interoperability Resources (FHIR) specification and is being used by healthcare and research organizations to join  FHIR and non-FHIR data. However, RDF previously had not been integrated into popular FHIR tooling packages, hindering the adoption of FHIR RDF in the semantic web and other communities. The objective of the study is to develop and evaluate  a Java based FHIR RDF data transformation toolkit to facilitate the use and validation of FHIR RDF data. We extended the popular HAPI FHIR tooling to add RDF support, thus enabling FHIR data in XML or JSON to be transformed to or from RDF. We also developed an RDF Shape Expression (ShEx)-based validation framework to verify conformance of FHIR RDF data to the ShEx schemas provided in the FHIR specification for FHIR versions R4 and R5. The effectiveness of ShEx validation was demonstrated by testing it against 2693 FHIR R4 examples and 2197 FHIR R5 examples that are included in the FHIR specification. A total of 5 types of errors including missing properties, unknown element, missing resource Type, invalid attribute value, and unknown resource name in the R5 examples were revealed, demonstrating the value of the ShEx in the quality assurance of the evolving R5 development. This FHIR RDF data transformation and validation framework, based on HAPI and ShEx, is robust and ready for community use in adopting FHIR RDF, improving FHIR data quality, and evolving the FHIR specification.;;Prud'hommeaux E, Collins J, Booth D, Peterson KJ, Solbrig HR, Jiang G;;eng;['*Delivery of Health Care', '*Electronic Health Records'];['*Data transformation', '*Fast Healthcare Interoperability Resources (FHIR)', '*Quality assurance', '*Resource Description Framework (RDF)', '*Semantic web', '*Shape Expression (ShEx)'];;R01 EB030529/EB/NIBIB NIH HHS/United States;10.1016/j.jbi.2021.103755
39;33763309;Article;2021;PeerJ;;pmparser and PMDB: resources for large-scale, open studies of the biomedical literature.;;PubMed is an invaluable resource for the biomedical community. Although PubMed is freely available, the existing API is not designed for large-scale analyses and the XML structure of the underlying data is inconvenient for complex queries. We  developed an R package called pmparser to convert the data in PubMed to a relational database. Our implementation of the database, called PMDB, currently contains data on over 31 million PubMed Identifiers (PMIDs) and is updated regularly. Together, pmparser and PMDB can enable large-scale, reproducible, and  transparent analyses of the biomedical literature. pmparser is licensed under GPL-2 and available at https://pmparser.hugheylab.org. PMDB is available in both  PostgreSQL (DOI 10.5281/zenodo.4008109) and Google BigQuery (https://console.cloud.google.com/bigquery?project=pmdb-bq&d=pmdb).;;Schoenbachler JL, Hughey JJ;;eng;;['Database', 'Parsing', 'Publishing', 'Pubmed'];Jacob J. Hughey is an Academic Editor for PeerJ.;R35 GM124685/GM/NIGMS NIH HHS/United States;10.7717/peerj.11071
40;33591796;Article;2021;JCO clinical cancer informatics;;Structured Data Capture for Oncology.;;Lack of interoperability is one of the greatest challenges facing healthcare informatics. Recent interoperability efforts have focused primarily on data transmission and generally ignore data capture standardization. Structured Data Capture (SDC) is an open-source technical framework that enables the capture and  exchange of standardized and structured data in interoperable data entry forms (DEFs) at the point of care. Some of SDC's primary use cases concern complex oncology data such as anatomic pathology, biomarkers, and clinical oncology data  collection and reporting. Its interoperability goals are the preservation of semantic, contextual, and structural integrity of the captured data throughout the data's lifespan. SDC documents are written in eXtensible Markup Language (XML) and are therefore computer readable, yet technology agnostic-SDC can be implemented by any EHR vendor or registry. Any SDC-capable system can render an SDC XML file into a DEF, receive and parse an SDC transmission, and regenerate the original SDC form as a DEF or synoptic report with the response data intact.  SDC is therefore able to facilitate interoperable data capture and exchange for patient care, clinical trials, cancer surveillance and public health needs, clinical research, and computable care guidelines. The usability of SDC-captured  oncology data is enhanced when the SDC data elements are mapped to standard terminologies. For example, an SDC map to Systematized Nomenclature of Medicine Clinical Terms (SNOMED CT) enables aggregation of SDC data with other related data sets and permits advanced queries and groupings on the basis of SNOMED CT concept attributes and description logic. SDC supports terminology maps using separate map files or as terminology codes embedded in an SDC document.;;Goel AK, Campbell WS, Moldwin R;;eng;['Delivery of Health Care', 'Humans', 'Medical Oncology', '*Semantics', '*Systematized Nomenclature of Medicine'];;;;10.1200/CCI.20.00103
41;33490264;Article;2021;BioMed research international;;Data-Driven Discovery of Molecular Targets for Antibody-Drug Conjugates in Cancer Treatment.;;Antibody-drug conjugate therapy has attracted considerable attention in recent years. Since the selection of appropriate targets is a critical aspect of antibody-drug conjugate research and development, a big data research for discovery of candidate targets per tumor type is outstanding and of high interest. Thus, the purpose of this study was to identify and prioritize candidate antibody-drug conjugate targets with translational potential across common types of cancer by mining the Human Protein Atlas, as a unique big data resource. To perform a multifaceted screening process, XML and TSV files including immunohistochemistry expression data for 45 normal tissues and 20 tumor types were downloaded from the Human Protein Atlas website. For genes without high protein expression across critical normal tissues, a quasi H-score (range, 0-300) was computed per tumor type. All genes with a quasi H - score >/= 150 were extracted. Of these, genes with cell surface localization were selected and included in a multilevel validation process. Among 19670 genes that encode proteins, 5520 membrane protein-coding genes were included in this study. During  a multistep data mining procedure, 332 potential targets were identified based on the level of the protein expression across critical normal tissues and 20 tumor types. After validation, 23 cell surface proteins were identified and prioritized as candidate antibody-drug conjugate targets of which two have interestingly been approved by the FDA for use in solid tumors, one has been approved for lymphoma,  and four have currently been entered in clinical trials. In conclusion, we identified and prioritized several candidate targets with translational potential, which may yield new clinically effective and safe antibody-drug conjugates. This large-scale antibody-based proteomic study allows us to go beyond the RNA-seq studies, facilitates bench-to-clinic research of targeted anticancer therapeutics, and offers valuable insights into the development of new antibody-drug conjugates.;;Razzaghdoust A, Rahmatizadeh S, Mofid B, Muhammadnejad S, Parvin M, Torbati PM, Basiri A;;eng;['*Antineoplastic Agents/chemistry/metabolism', 'Data Mining', 'Databases, Genetic', 'Drug Discovery/*methods', 'Humans', '*Immunoconjugates/chemistry/metabolism', 'Membrane Proteins/genetics/metabolism', '*Neoplasms/drug therapy/genetics/metabolism', 'Proteomics/*methods'];;The authors declare that there is no conflict of interest regarding the publication of this paper.;;10.1155/2021/2670573
42;32864978;Article;2021;Journal of proteome research;;mzMLb: A Future-Proof Raw Mass Spectrometry Data Format Based on Standards-Compliant mzML and Optimized for Speed and Storage Requirements.;;"With ever-increasing amounts of data produced by mass spectrometry (MS) proteomics and metabolomics, and the sheer volume of samples now analyzed, the need for a common open format possessing both file size efficiency and faster read/write speeds has become paramount to drive the next generation of data analysis pipelines. The Proteomics Standards Initiative (PSI) has established a clear and precise extensible markup language (XML) representation for data interchange, mzML, receiving substantial uptake; nevertheless, storage and file access efficiency has not been the main focus. We propose an HDF5 file format ""mzMLb"" that is optimized for both read/write speed and storage of the raw mass spectrometry data. We provide an extensive validation of the write speed, random  read speed, and storage size, demonstrating a flexible format that with or without compression is faster than all existing approaches in virtually all cases, while with compression is comparable in size to proprietary vendor file formats. Since our approach uniquely preserves the XML encoding of the metadata,  the format implicitly supports future versions of mzML and is straightforward to  implement: mzMLb's design adheres to both HDF5 and NetCDF4 standard implementations, which allows it to be easily utilized by third parties due to their widespread programming language support. A reference implementation within  the established ProteoWizard toolkit is provided.";;Bhamber RS, Jankevics A, Deutsch EW, Jones AR, Dowsey AW;;eng;['Databases, Protein', 'Mass Spectrometry', 'Metabolomics', '*Programming Languages', '*Proteomics', 'Software'];['*HDF5', '*Proteomics Standards Initiative', '*data compression', '*mass spectrometry', '*metabolomics', '*mzML', '*proteomics'];;R01 GM087221/GM/NIGMS NIH HHS/United States;10.1021/acs.jproteome.0c00192
43;32415977;Article;2021;Systematic biology;;Markov-Modulated Continuous-Time Markov Chains to Identify Site- and Branch-Specific Evolutionary Variation in BEAST.;;"Markov models of character substitution on phylogenies form the foundation of phylogenetic inference frameworks. Early models made the simplifying assumption that the substitution process is homogeneous over time and across sites in the molecular sequence alignment. While standard practice adopts extensions that accommodate heterogeneity of substitution rates across sites, heterogeneity in the process over time in a site-specific manner remains frequently overlooked. This is problematic, as evolutionary processes that act at the molecular level are highly variable, subjecting different sites to different selective constraints over time, impacting their substitution behavior. We propose incorporating time variability through Markov-modulated models (MMMs), which extend covarion-like models and allow the substitution process (including relative character exchange rates as well as the overall substitution rate) at individual sites to vary across lineages. We implement a general MMM framework in BEAST, a popular Bayesian phylogenetic inference software package, allowing researchers to compose a wide range of MMMs through flexible XML specification. Using examples from bacterial, viral, and plastid genome evolution, we show that  MMMs impact phylogenetic tree estimation and can substantially improve model fit  compared to standard substitution models. Through simulations, we show that marginal likelihood estimation accurately identifies the generative model and does not systematically prefer the more parameter-rich MMMs. To mitigate the increased computational demands associated with MMMs, our implementation exploits recent developments in BEAGLE, a high-performance computational library for phylogenetic inference. [Bayesian inference; BEAGLE; BEAST; covarion, heterotachy; Markov-modulated models; phylogenetics.].";;Baele G, Gill MS, Bastide P, Lemey P, Suchard MA;;eng;['Bayes Theorem', 'Computer Simulation', '*Evolution, Molecular', 'Markov Chains', '*Models, Genetic', 'Phylogeny', 'Sequence Alignment'];;;U19 AI135995/AI/NIAID NIH HHS/United States;10.1093/sysbio/syaa037
44;35198447;Article;2022;Frontiers in oncology;;A Bibliometric Analysis of the Landscape of Parathyroid Carcinoma Research Based  on the PubMed (2000-2021).;;"Introduction: The purpose of this study was to assess the landscape of parathyroid carcinoma research during the last 22 years using machine learning and text analysis. Method: In November 2021, we obtained from PubMed all works indexed under the mesh subject line ""parathyroid carcinoma"". The entire set of search results was retrieved in XML format, and metadata such as title, abstract, keywords, mesh words, and year of publication were extracted for bibliometric evaluation from the original XML files. To increase the specificity of the investigation, the Latent Dirichlet allocation (LDA) topic modeling method was applied. Results: The paper analyzed 3578 papers. The volume of literature related to parathyroid cancer has been relatively flat over the past 22 years. In the field of parathyroid cancer research, the most important topic of clinical interest is the differential diagnosis. Ultrasound and MIBI are the most commonly used imaging methods for localization. In terms of basic research, the mechanisms of gene mutation and local tumor recurrence are the focus of interest. Conclusion: There are huge unmet research needs for parathyroid carcinoma. Improving the diagnosis rates of parathyroid cancer by clinicians and establishing new and reliable molecular pathological markers and new image localization techniques will continue to be the focus of future research.";;Feng C, Tian C, Huang L, Chen H, Feng Y, Chang S;;eng;;['PubMed', 'machine learning', 'natural language processing', 'parathyroid carcinoma', 'publication analysis'];The authors declare that the research was conducted in the absence of any commercial or financial relationships that could be construed as a potential conflict of interest.;;10.3389/fonc.2022.824201
