;keywords;df_2021;df_2022;total;min;std;mean;max
29;precision medicine;0.024390243902439025;0.0;0.024390243902439025;0.024390243902439025;;0.024390243902439025;0.024390243902439025
30;regulatory framework;0.024390243902439025;0.0;0.024390243902439025;0.024390243902439025;;0.024390243902439025;0.024390243902439025
31;xml databases;0.024390243902439025;0.0;0.024390243902439025;0.024390243902439025;;0.024390243902439025;0.024390243902439025
32;dynamic updates;0.024390243902439025;0.0;0.024390243902439025;0.024390243902439025;;0.024390243902439025;0.024390243902439025
33;mapping scheme;0.024390243902439025;0.0;0.024390243902439025;0.024390243902439025;;0.024390243902439025;0.024390243902439025
34;bayesian model;0.024390243902439025;0.0;0.024390243902439025;0.024390243902439025;;0.024390243902439025;0.024390243902439025
35;heart failure;0.024390243902439025;0.0;0.024390243902439025;0.024390243902439025;;0.024390243902439025;0.024390243902439025
36;randomized controlled trial;0.024390243902439025;0.0;0.024390243902439025;0.024390243902439025;;0.024390243902439025;0.024390243902439025
37;traditional chinese medicine;0.024390243902439025;0.0;0.024390243902439025;0.024390243902439025;;0.024390243902439025;0.024390243902439025
38;traditional chinese medicine injection;0.024390243902439025;0.0;0.024390243902439025;0.024390243902439025;;0.024390243902439025;0.024390243902439025
39;fair data principles;0.024390243902439025;0.0;0.024390243902439025;0.024390243902439025;;0.024390243902439025;0.024390243902439025
40;systems biology markup language;0.024390243902439025;0.0;0.024390243902439025;0.024390243902439025;;0.024390243902439025;0.024390243902439025
41;biocatalysis;0.024390243902439025;0.0;0.024390243902439025;0.024390243902439025;;0.024390243902439025;0.024390243902439025
42;bioinformatics;0.024390243902439025;0.0;0.024390243902439025;0.024390243902439025;;0.024390243902439025;0.024390243902439025
43;data exchange;0.024390243902439025;0.0;0.024390243902439025;0.024390243902439025;;0.024390243902439025;0.024390243902439025
44;enzymology;0.024390243902439025;0.0;0.024390243902439025;0.024390243902439025;;0.024390243902439025;0.024390243902439025
45;research data management;0.024390243902439025;0.0;0.024390243902439025;0.024390243902439025;;0.024390243902439025;0.024390243902439025
46;fpga;0.024390243902439025;0.0;0.024390243902439025;0.024390243902439025;;0.024390243902439025;0.024390243902439025
47;complex xsd;0.024390243902439025;0.0;0.024390243902439025;0.024390243902439025;;0.024390243902439025;0.024390243902439025
48;lipopolysaccharide;0.024390243902439025;0.0;0.024390243902439025;0.024390243902439025;;0.024390243902439025;0.024390243902439025
49;liver injury;0.024390243902439025;0.0;0.024390243902439025;0.024390243902439025;;0.024390243902439025;0.024390243902439025
50;tumor board;0.024390243902439025;0.0;0.024390243902439025;0.024390243902439025;;0.024390243902439025;0.024390243902439025
51;business process model and notation;0.024390243902439025;0.0;0.024390243902439025;0.024390243902439025;;0.024390243902439025;0.024390243902439025
52;eprescription;0.024390243902439025;0.0;0.024390243902439025;0.024390243902439025;;0.024390243902439025;0.024390243902439025
53;health informatics;0.024390243902439025;0.0;0.024390243902439025;0.024390243902439025;;0.024390243902439025;0.024390243902439025
54;inversion of control;0.024390243902439025;0.0;0.024390243902439025;0.024390243902439025;;0.024390243902439025;0.024390243902439025
55;candida tropicalis;0.024390243902439025;0.0;0.024390243902439025;0.024390243902439025;;0.024390243902439025;0.024390243902439025
56;immune cell infiltration;0.024390243902439025;0.0;0.024390243902439025;0.024390243902439025;;0.024390243902439025;0.024390243902439025
57;developing countries;0.024390243902439025;0.0;0.024390243902439025;0.024390243902439025;;0.024390243902439025;0.024390243902439025
58;fermentation optimization;0.024390243902439025;0.0;0.024390243902439025;0.024390243902439025;;0.024390243902439025;0.024390243902439025
59;xylitol;0.024390243902439025;0.0;0.024390243902439025;0.024390243902439025;;0.024390243902439025;0.024390243902439025
60;xylose mother liquor;0.024390243902439025;0.0;0.024390243902439025;0.024390243902439025;;0.024390243902439025;0.024390243902439025
61;algorithms analysis;0.024390243902439025;0.0;0.024390243902439025;0.024390243902439025;;0.024390243902439025;0.024390243902439025
62;digital libraries;0.024390243902439025;0.0;0.024390243902439025;0.024390243902439025;;0.024390243902439025;0.024390243902439025
63;ontological reasoning;0.024390243902439025;0.0;0.024390243902439025;0.024390243902439025;;0.024390243902439025;0.024390243902439025
64;open data;0.024390243902439025;0.0;0.024390243902439025;0.024390243902439025;;0.024390243902439025;0.024390243902439025
65;parsing;0.024390243902439025;0.0;0.024390243902439025;0.024390243902439025;;0.024390243902439025;0.024390243902439025
66;publishing;0.024390243902439025;0.0;0.024390243902439025;0.024390243902439025;;0.024390243902439025;0.024390243902439025
67;cofactor regeneration;0.024390243902439025;0.0;0.024390243902439025;0.024390243902439025;;0.024390243902439025;0.024390243902439025
68;database;0.024390243902439025;0.1;0.024390243902439025;0.024390243902439025;;0.024390243902439025;0.024390243902439025
69;pubmed;0.024390243902439025;0.1;0.024390243902439025;0.024390243902439025;;0.024390243902439025;0.024390243902439025
70;qr code;0.024390243902439025;0.0;0.024390243902439025;0.024390243902439025;;0.024390243902439025;0.024390243902439025
71;openehr;0.024390243902439025;0.0;0.024390243902439025;0.024390243902439025;;0.024390243902439025;0.024390243902439025
72;iran;0.024390243902439025;0.0;0.024390243902439025;0.024390243902439025;;0.024390243902439025;0.024390243902439025
73;cbioportal;0.024390243902439025;0.0;0.024390243902439025;0.024390243902439025;;0.024390243902439025;0.024390243902439025
74;open source;0.024390243902439025;0.0;0.024390243902439025;0.024390243902439025;;0.024390243902439025;0.024390243902439025
75;colorectal cancer;0.024390243902439025;0.0;0.024390243902439025;0.024390243902439025;;0.024390243902439025;0.024390243902439025
76;medical oncology;0.024390243902439025;0.0;0.024390243902439025;0.024390243902439025;;0.024390243902439025;0.024390243902439025
77;fhir;0.024390243902439025;0.0;0.024390243902439025;0.024390243902439025;;0.024390243902439025;0.024390243902439025
78;data management;0.024390243902439025;0.0;0.024390243902439025;0.024390243902439025;;0.024390243902439025;0.024390243902439025
79;temporal bone;0.024390243902439025;0.0;0.024390243902439025;0.024390243902439025;;0.024390243902439025;0.024390243902439025
80;computed tomography;0.024390243902439025;0.0;0.024390243902439025;0.024390243902439025;;0.024390243902439025;0.024390243902439025
81;cholesteatoma;0.024390243902439025;0.0;0.024390243902439025;0.024390243902439025;;0.024390243902439025;0.024390243902439025
82;histogram analysis;0.024390243902439025;0.0;0.024390243902439025;0.024390243902439025;;0.024390243902439025;0.024390243902439025
83;text mining;0.024390243902439025;0.0;0.024390243902439025;0.024390243902439025;;0.024390243902439025;0.024390243902439025
84;text extraction;0.024390243902439025;0.0;0.024390243902439025;0.024390243902439025;;0.024390243902439025;0.024390243902439025
85;collaborative work;0.024390243902439025;0.0;0.024390243902439025;0.024390243902439025;;0.024390243902439025;0.024390243902439025
86;pubmed central;0.024390243902439025;0.0;0.024390243902439025;0.024390243902439025;;0.024390243902439025;0.024390243902439025
87;lncrnas;0.024390243902439025;0.0;0.024390243902439025;0.024390243902439025;;0.024390243902439025;0.024390243902439025
88;open access;0.024390243902439025;0.0;0.024390243902439025;0.024390243902439025;;0.024390243902439025;0.024390243902439025
89;cherenkov radiation;0.024390243902439025;0.0;0.024390243902439025;0.024390243902439025;;0.024390243902439025;0.024390243902439025
90;organic fluorophores;0.024390243902439025;0.0;0.024390243902439025;0.024390243902439025;;0.024390243902439025;0.024390243902439025
91;scintillation;0.024390243902439025;0.0;0.024390243902439025;0.024390243902439025;;0.024390243902439025;0.024390243902439025
92;highmed;0.024390243902439025;0.0;0.024390243902439025;0.024390243902439025;;0.024390243902439025;0.024390243902439025
93;pharmacogenomics;0.024390243902439025;0.0;0.024390243902439025;0.024390243902439025;;0.024390243902439025;0.024390243902439025
94;spart;0.0;0.1;0.0;0.0;;0.0;0.0
95;integrative taxonomy;0.0;0.1;0.0;0.0;;0.0;0.0
96;information storage and retrieval;0.0;0.1;0.0;0.0;;0.0;0.0
97;mass spectrometry;0.0;0.1;0.0;0.0;;0.0;0.0
98;dashboard;0.0;0.1;0.0;0.0;;0.0;0.0
99;quality control;0.0;0.1;0.0;0.0;;0.0;0.0
100;visualization;0.0;0.1;0.0;0.0;;0.0;0.0
101;medical subject headings;0.0;0.1;0.0;0.0;;0.0;0.0
102;databases;0.0;0.1;0.0;0.0;;0.0;0.0
103;xinmailong injection;0.0;0.1;0.0;0.0;;0.0;0.0
104;network pharmacology;0.0;0.1;0.0;0.0;;0.0;0.0
105;myocardial ischemia;0.0;0.1;0.0;0.0;;0.0;0.0
106;protein kinase c;0.0;0.1;0.0;0.0;;0.0;0.0
107;pla 2;0.0;0.1;0.0;0.0;;0.0;0.0
108;personal health records;0.0;0.1;0.0;0.0;;0.0;0.0
109;medical records;0.0;0.1;0.0;0.0;;0.0;0.0
110;data mining;0.0;0.1;0.0;0.0;;0.0;0.0
111;species delimitation programs;0.0;0.1;0.0;0.0;;0.0;0.0
112;user evaluation;0.0;0.1;0.0;0.0;;0.0;0.0
113;usability;0.0;0.1;0.0;0.0;;0.0;0.0
114;standardization;0.0;0.1;0.0;0.0;;0.0;0.0
115;safety;0.0;0.1;0.0;0.0;;0.0;0.0
116;patient safety;0.0;0.1;0.0;0.0;;0.0;0.0
117;medication errors;0.0;0.1;0.0;0.0;;0.0;0.0
118;chemotherapy regimens;0.0;0.1;0.0;0.0;;0.0;0.0
119;chemotherapy;0.0;0.1;0.0;0.0;;0.0;0.0
120;publication analysis;0.0;0.1;0.0;0.0;;0.0;0.0
121;parathyroid carcinoma;0.0;0.1;0.0;0.0;;0.0;0.0
122;natural language processing;0.0;0.1;0.0;0.0;;0.0;0.0
123;machine learning;0.0;0.1;0.0;0.0;;0.0;0.0
124;species partition format;0.0;0.1;0.0;0.0;;0.0;0.0
125;web service;0.0;0.1;0.0;0.0;;0.0;0.0
