;p_id;pid_type;year;journal;publisher;title;book_title;abstract;oabstract;authors;editors;language;meshterms;keywords;coi;grant;doi
11;21174684;Article;2010;Nihon rinsho. Japanese journal of clinical medicine;;[Japanese ethos and organ transplantation from brain-dead donors].;;A trend observed since the 1980s in the Japanese academic scene is the overturning of Hippocratic ethics by American individualistic bioethics. However, the Japanese ethos is more sympathetic to personalistic bioethics rooted in Hippocratic ethics, which assumes the universal view of the 'interdependent self' clearly marked off from the 'independent self' specific to American culture. In Japan, organ transplantation from brain-dead donors is promoted despite the lack  of consensus on whether brain death signifies death of the individual. From the viewpoint of personalistic bioethics, this situation is problematic because it violates the dictum primum non nocere of the Hippocratic Oath. We should therefore first establish consensus on brain death and then promote a 'culture of donation' based on human dignity.;;Akiba E;;jpn;['Bioethics', '*Brain Death', '*Ethics, Medical', 'Japan', '*Organ Transplantation'];;;;
12;21168720;Article;2010;Transplantation proceedings;;The practical, moral, and ethical considerations of the new Israeli law for the allocation of donor organs.;;"There is a worldwide shortage of organs for transplantation; the number of patients on the waiting list exceeds the supply of available organs. The demand for organ donation is particularly concerning in Israel. A new Israeli law has been instituted to give those who sign donor cards allocation priority if they are ever in need of an organ transplant themselves. A number of variations on this paradigm that considers the willingness of patients to donate their own organs have since been proposed; however, the new Israeli policy for organ donation is the first time such a law has been implemented nationally. Prioritization of organ allocation to donors comes with a significant moral and ethical debate, and since its implementation in January 2010 there has been much  controversy surrounding the new policy. This article provides a description of the new Israeli plan, specifically focusing on the practical, moral, and ethical  debates surrounding the new system.";;Gruenbaum BF, Jotkowitz A;;eng;['*Ethics', 'Health Care Rationing/*legislation & jurisprudence', 'Humans', 'Israel', '*Morals', '*Organ Transplantation'];;;;10.1016/j.transproceed.2010.09.146
13;21167105;Article;2010;Cirugia y cirujanos;;[Bioethical triangle of transplants].;;BACKGROUND: Organ transplantation is one of the highest forms of medical procedures due to the many technical implications as well as to new frontiers to  be conquered while searching for new therapeutic options that reach far beyond ordinary decisions. Although technical skills were developed primarily, it was not until immune reaction to rejection was understood and control of biological variables achieved that transplantation acquired a greater scope. Bioethical performance is currently a challenge. As a human multidisciplinary activity, this is not without bias or skew. Therefore, the social and cultural context in the deontological and bioethical sense acquire the greatest relevance, particularly when values and principles inherent to human life are taken into account along with the complex angles derived from human interactions in the bioethical triangle. CONCLUSIONS: This triangle is represented by the individual requiring an organ, the person who is the donor under specific circumstances, and the individuals who are responsible for procurement, transplantation and evaluation of the validity of this therapeutic option.;;Ramos-Zuniga R;;spa;['Attitude to Health', 'Brain Death/diagnosis', 'Cadaver', 'Culture', 'History, Ancient', 'Humans', 'Mind-Body Relations, Metaphysical', 'Organ Transplantation/*ethics/history/psychology', 'Social Values', 'Third-Party Consent', 'Tissue Donors/*ethics/psychology', 'Tissue and Organ Procurement/*ethics'];;;;
14;21144468;Article;2010;L' Orthodontie francaise;;[The skill hand and the face: optic and haptic surgery].;;"For the surgeon of the face, there is an obvious ambiguity in the relationship between the hand and the face, because the first is etymologically linked to the  grounds of the surgeon trade and which face does it mean? The face of the man, who, hidden behind his surgical mask, tries to repair the disfigured face or the  face of the patient he cares about in the way to give him a new face and a new identity through even more complex surgeries? There is actually an analogy with the painter and his model, the sculptor and his hand which shapes, the pianist player and the works he performs, the writer and the memories which inspire his novel. The authors would like here to point out this facing of feelings but also  theirs tangles in something which could be named the tactilisation of the seeing  and visualisation of the touch; sort of requested community between optic and haptic. Applied to the facial transplantation this disturbing strangeness, the schizophrenic questioning dived ourselves in an abyssal vertigo from which only the ethics as aesthetics of the inside could save us.";;Devauchelle B;;fre;['*Facial Transplantation', 'Female', 'Hand/physiology', 'Humans', 'Motor Skills', 'Self Concept', 'Touch Perception', 'Visual Perception'];;;;10.1051/orthodfr/2010031
15;21143967;Article;2010;Journal of translational medicine;;Future research and therapeutic applications of human stem cells: general, regulatory, and bioethical aspects.;;There is much to be investigated about the specific characteristics of stem cells and about the efficacy and safety of the new drugs based on this type of cells, both embryonic as adult stem cells, for several therapeutic indications (cardiovascular and ischemic diseases, diabetes, hematopoietic diseases, liver diseases). Along with recent progress in transference of nuclei from human somatic cells, as well as iPSC technology, has allowed availability of lineages of all three germ layers genetically identical to those of the donor patient, which permits safe transplantation of organ-tissue-specific adult stem cells with no immune rejection. The main objective is the need for expansion of stem cell characteristics to maximize stem cell efficacy (i.e. the proper selection of a stem cell) and the efficacy (maximum effect) and safety of stem cell derived drugs. Other considerations to take into account in cell therapy will be the suitability of infrastructure and technical staff, biomaterials, production costs, biobanks, biosecurity, and the biotechnological industry. The general objectives in the area of stem cell research in the next few years, are related to identification of therapeutic targets and potential therapeutic tests, studies of cell differentiation and physiological mechanisms, culture conditions of pluripotent stem cells and efficacy and safety tests for stem cell-based drugs or procedures to be performed in both animal and human models in the corresponding clinical trials. A regulatory framework will be required to ensure patient accessibility to products and governmental assistance for their regulation and control. Bioethical aspects will be required related to the scientific and therapeutic relevance and cost of cryopreservation over time, but specially with  respect to embryos which may ultimately be used for scientific uses of research as source of embryonic stem cells, in which case the bioethical conflict may be further aggravated.;;Liras A;;eng;['*Bioethical Issues', 'Biotechnology', 'European Union', '*Government Regulation', 'Histocompatibility Testing', 'Humans', 'Stem Cell Research/economics/*ethics/*legislation & jurisprudence', 'Stem Cell Transplantation/*ethics/*legislation & jurisprudence/trends', 'Stem Cells/*cytology', 'Tissue Banks', 'United States', 'United States Food and Drug Administration'];;;;10.1186/1479-5876-8-131
16;21126789;Article;2011;Journal of hepatology;;The quest for equity in liver transplantation: another lesson learned from women.;;;;Durand F;;eng;['Female', 'Humans', 'Kidney/physiopathology', 'Kidney Function Tests', 'Liver Diseases/physiopathology/surgery', 'Liver Transplantation/*ethics', 'Male', '*Prejudice', 'Severity of Illness Index', 'Tissue and Organ Procurement/*ethics'];;;;10.1016/j.jhep.2010.09.001
17;21112540;Article;2010;Reproductive biomedicine online;;Beyond the 'embryo question': human embryonic stem cell ethics in the context of  biomaterial donation in the UK.;;Discussion about the ethics of human embryonic stem cell (ESC) research in the UK tends to be dominated by the divisive and potentially intractable issue of the moral status of the embryo. This can have the effect of silencing or marginalizing other concerns, especially in the context of public engagement with science in this field. One such area of potential public concern is the donation  of oocytes and embryos to stem cell research. Contemporary research on the views  of donors and potential donors about a wide range of biomaterials, from solid organs to gametes and bone marrow, is reviewed and used to illustrate the range and types of ethical concerns articulated by this important group of stakeholders. Attitudes to donation are found to vary according to the type of tissue being donated or collected, the purpose for which donation is being sought and the nature of the recipient of the donation. Pertinently, attitudes towards donating oocytes are found to differ in some respects from donation of embryos or fetal tissue. The implications of these findings for ensuring ethically robust informed consent and publicly acceptable sourcing of human biomaterials for stem  cell research are then considered.;;Bahadur G, Morrison M, Machin L;;eng;['*Bioethical Issues', '*Embryo, Mammalian', '*Embryonic Stem Cells', 'Female', 'Government Regulation', 'Humans', 'Living Donors/psychology', 'Male', 'Morals', 'Motivation', 'Oocyte Donation/ethics/psychology', 'Public Policy', 'Stem Cell Research/*ethics/legislation & jurisprudence', 'Tissue and Organ Procurement/*ethics/legislation & jurisprudence', 'Transplantation/ethics/legislation & jurisprudence/psychology', 'United Kingdom'];;;;10.1016/j.rbmo.2010.10.001
18;21109324;Article;2011;Journal of hepatology;;Gender, renal function, and outcomes on the liver transplant waiting list: assessment of revised MELD including estimated glomerular filtration rate.;;"BACKGROUND & AIMS: The Model for End-Stage Liver Disease (MELD) allocation system for liver transplantation (LT) may present a disadvantage for women by including  serum creatinine, which is typically lower in females. Our objectives were to investigate gender disparities in outcomes among LT candidates and to assess a revised MELD, including estimated glomerular filtration rate (eGFR), for predicting waiting list mortality. METHODS: Adults registered for LT between 2002 and 2007 were identified using the UNOS database. We compared components of MELD, MDRD-derived eGFR, and the 3-month probability of LT and death between genders. Discrimination of MELD, MELDNa, and revised models including eGFR for mortality were compared using c-statistics. RESULTS: A total of 40,393 patients (36% female) met the inclusion criteria; 9% died and 24% underwent LT within 3 months  of listing. Compared with men, women had lower median serum creatinine (0.9 vs. 1.0 mg/dl), eGFR (72 vs. 83 ml/min/1.73 m(2)), and mean MELD (16.5 vs. 17.2; all  p <0.0005), but within most MELD strata, had higher bilirubin and INR. After adjusting for relevant covariates including creatinine and body weight, women were less likely than men to receive a LT (hazard ratio [HR] 0.85; 95% CI 0.79-0.87) and had greater 3-month mortality (HR 1.13; 95% CI 1.05-1.21). Revision of MELD and MELDNa to include eGFR did not improve discrimination for 3-month mortality (c-statistics: MELD 0.896, MELD-eGFR 0.894, MELDNa 0.911, MELDNa-eGFR 0.905). CONCLUSIONS: Women are disadvantaged under MELD potentially due to its inclusion of creatinine. However, since including eGFR in MELD does not improve mortality prediction, alternative refinements are necessary.";;Myers RP, Shaheen AA, Aspinall AI, Quinn RR, Burak KW;;eng;['End Stage Liver Disease/mortality/physiopathology/surgery', 'Female', 'Glomerular Filtration Rate', 'Humans', 'Kaplan-Meier Estimate', 'Kidney/*physiopathology', 'Liver Transplantation/*ethics', 'Male', 'Middle Aged', '*Prejudice', 'Tissue and Organ Procurement/*ethics/*methods', '*Waiting Lists'];;;;10.1016/j.jhep.2010.07.015
19;21106977;Article;2010;Anesthesia and analgesia;;General anesthesia for surgical procurement in non-heart-beating organ donation:  why we should care.;;;;Rady MY, Verheijde JL;;eng;['*Anesthesia, General/ethics', 'Brain Death/*diagnosis', 'Consciousness Monitors', '*Electroencephalography', 'Humans', 'Intraoperative Awareness/*prevention & control', '*Organ Transplantation/ethics', '*Tissue Donors/ethics', '*Tissue and Organ Procurement/ethics'];;;;10.1213/ANE.0b013e3181f2e84d
20;21106976;Article;2010;Anesthesia and analgesia;;Processed electroencephalogram during the dying process.;;;;Thomas M, Thomas I;;eng;['*Anesthesia, General/ethics', 'Brain Death/*diagnosis', 'Consciousness Monitors', '*Electroencephalography', 'Humans', 'Intraoperative Awareness/*prevention & control', '*Organ Transplantation/ethics', '*Tissue Donors/ethics', '*Tissue and Organ Procurement/ethics'];;;;10.1213/ANE.0b013e3181f2c0b1
21;21106974;Article;2010;Anesthesia and analgesia;;Processed electroencephalogram during donation after cardiac death.;;;;Windokun A;;eng;['*Anesthesia, General/ethics', 'Brain Death/*diagnosis', 'Consciousness Monitors', '*Electroencephalography', 'Humans', 'Intraoperative Awareness/*prevention & control', '*Organ Transplantation/ethics', '*Tissue Donors/ethics', '*Tissue and Organ Procurement/ethics'];;;;10.1213/ANE.0b013e3181ef3451
22;21097969;Article;2010;Nursing ethics;;Nurse-focused ethical solutions to problems in organ transplantation.;;Technological developments in recent years have brought about a rapid increase in the number and variety of organ transplants, leading to problems in finding enough organs to meet the need. Organ transplantation has also become a particularly significant issue in medical ethics, especially regarding the question of how and from whom organs are procured. Many methods have been tried in order to solve these problems and discussed from an ethical perspective. This  study investigates the Spanish, Belgian and Iranian approaches to solving the organ procurement problem. The Spanish model, which is based on persuading patients and their relatives, is ethically less problematic and is also an improved version of the model applied in Turkey. This study argues that an ideal  solution can be found without disregarding ethical rules. In particular, nurses can contribute by helping to run the system more efficiently. The principal aim of this article is to demonstrate the contribution of nurses to solving the current organ procurement problem in Turkey and offer some reflections on what can be done to improve the efficiency of the system.;;Ertin H, Harmanci AK, Mahmutoglu FS, Basagaoglu I;;eng;"['Brain Death/diagnosis/legislation & jurisprudence', 'Communication', 'Efficiency, Organizational', 'Family/psychology', 'Humans', 'Informed Consent/ethics/legislation & jurisprudence/psychology', 'Models, Nursing', 'Models, Organizational', 'Needs Assessment/ethics/organization & administration', ""*Nurse's Role/psychology"", 'Nurse-Patient Relations/ethics', 'Problem Solving/*ethics', 'Professional-Family Relations/ethics', 'Tissue and Organ Procurement/*ethics/organization & administration', 'Turkey']";;;;10.1177/0969733010378933
23;21089996;Article;2010;The Journal of clinical ethics;;Legal briefing: organ donation and allocation.;;"This issue's ""Legal Briefing"" column covers legal developments pertaining to organ donation and allocation. This topic has been the subject of recent articles in JCE. Organ donation and allocation have also recently been the subjects of significant public policy attention. In the past several months, legislatures and regulatory agencies across the United States and across the world have changed, or considered changing, the methods for procuring and distributing human organs for transplantation. Currently, in the U.S., more than 100,000 persons are waiting for organ transplantation. In China, more than 1.5 million people are waiting. Given the chronic shortage of available organs (especially kidneys and livers) relative to demand, the primary focus of most legal developments has been on increasing the rate of donation. These and related developments are usefully divided into the following 12 topical categories: 1. Revised Uniform Anatomical Gift Act. 2. Presumed Consent and Opt-Out. 3. Mandated Choice. 4. Donation after  Cardiac Death. 5. Payment and Compensation. 6. Donation by Prisoners. 7. Donor Registries. 8. Public Education. 9. Other Procurement Initiatives. 10. Lawsuits and Liability. 11. Trafficking and Tourism. 12. Allocation and Distribution.";;Pope TM;;eng;['China', 'Egypt', 'Europe', 'Humans', 'Informed Consent/*legislation & jurisprudence', 'Insurance Coverage/legislation & jurisprudence', 'Israel', 'Japan', 'Medical Tourism/legislation & jurisprudence', 'Pakistan', 'Philippines', 'Resource Allocation/*legislation & jurisprudence', 'Singapore', 'Social Justice', 'Tissue and Organ Procurement/*legislation & jurisprudence', 'United Arab Emirates', 'United States'];;;;
24;21089993;Article;2010;The Journal of clinical ethics;;Dying but not killing: donation after cardiac death donors and the recovery of vital organs.;;"Michael Potts, Paul A. Byrne, and David W. Evans are critical of donation after cardiac death (DCD). Contrary to the authors' assertion that the removal of vital organs is the proximate cause of death, the eventual fulfillment of the neurological criteria of death is solely dependant on the rate of brain cell death in the absence of circulation. Consistent with the ""dead donor rule,"" DCD is not the cause of death.There are also procedural mechanisms to address the potential conflicts of interest that concern the authors. Rather than being prohibited, DCD may be an ethically justifiable exception to the rule that organ  donors must be dead prior to organ recovery.";;Antommaria AH;;eng;['*Death', 'Ethics, Clinical', 'Ethics, Medical', '*Homicide/ethics/legislation & jurisprudence', 'Humans', 'Organ Transplantation/ethics/legislation & jurisprudence', 'Physicians/*ethics', 'Tissue and Organ Harvesting/*ethics/*legislation & jurisprudence', 'Tissue and Organ Procurement/*ethics/*legislation & jurisprudence'];;;;
25;21089992;Article;2010;The Journal of clinical ethics;;Infant heart transplantation after cardiac death: ethical and legal problems.;;The donation of organs after cardiac death in infants is not morally justified and should not be continued.;;Potts M, Byrne PA, Evans DW;;eng;['*Beneficence', 'Death', 'Ethics, Clinical', 'Ethics, Medical', '*Heart Arrest', 'Heart Transplantation/*ethics/*legislation & jurisprudence', '*Homicide/ethics/legislation & jurisprudence', 'Humans', 'Infant', 'Organ Transplantation/ethics/legislation & jurisprudence', 'Physicians/*ethics', 'Tissue and Organ Harvesting/*ethics/*legislation & jurisprudence'];;;;
